SYMBOL HCC1395_BREAST
OR2M3 0.1656
OR2T12 0.1656
OR14C36 0.1656
OR2T34 1.0584
OR2T10 1.0584
OR2T4 0.1656
OR2T11 1.0584
CNTFR -0.4354
ATP6V1G3 0.281
CNTN1 -0.3673
ASB17 -1.3286
TYW3 -1.3286
C1orf173 -1.3286
LRRIQ3 -1.3286
TPRG1L -0.4093
FAM213B -0.4093
MYOM3 0.1367
DMBX1 0.1237
OR10J5 0.1145
TMCO2 0.0997
ZNF684 0.0997
TCEANC2 -0.4405
PODN -0.4405
LRRC39 -0.3339
GJB4 0.0969
HMGB4 0.0969
RNF19B 0.0969
DCST2 0.1293
DNAH14 0.2209
OR2B11 0.1656
ZNF648 0.2339
TEDDM1 0.2339
C1orf122 -0.5388
COL1A1 -0.446
OSCP1 0.0969
C1orf216 0.0969
KLHDC7A 0.1605
VWA5B1 0.1605
UBXN10 0.1605
C1orf87 -0.3618
COL1A2 1.2218
ARL8A 0.1934
SYT2 0.1934
LINC00628 0.2209
GOLT1A 0.2209
UHMK1 0.1963
FCRLB 0.1963
ADH5 0.6155
COL2A1 -0.4027
WDR64 0.1941
C1orf131 0.2209
LIX1L 0.2271
COL3A1 0.5214
HSD3BP4 0.817
SPATA17 0.2209
EDARADD 0.1639
COL4A1 -0.3664
KLF17 0.1125
TMEM125 0.1125
TSACC 0.1145
IQGAP3 0.1145
APOA1BP 0.1145
ARHGEF19 0.1925
MRPL55 0.2209
HIST3H2BB 0.2209
DRAM2 -0.4583
C1orf88 -0.4583
C1orf162 -0.4583
OR10T2 0.1145
OR6P1 0.1145
OR10X1 0.1145
OR10Z1 0.1145
OR6K6 0.1145
OR6N1 0.1145
TATDN3 0.2209
COL4A2 -0.3664
BHLHE23 0.5676
NKAIN4 0.5676
VSTM2L 0.2206
SNHG11 0.2206
FITM2 0.1965
WFDC12 0.5764
SPATA25 0.5764
COL4A3 0.7267
OCSTAMP 0.5764
TSHZ2 0.5764
COL4A4 0.7267
C20orf85 0.5591
ZNF831 0.5591
TBC1D20 0.0315
SIRPD 0.0315
C20orf141 0.0776
PROKR2 0.0776
COL4A5 0.5409
C20orf94 0.0776
COL4A6 0.5409
CSTL1 0.006
CST9L 0.006
CST9 0.006
C20orf166 0.5676
DUSP15 -0.0822
TSPY26P -0.0822
BPIFB6 -0.1038
BPIFA3 -0.1038
C20orf144 -0.1038
CHMP4B -0.1038
PIGU 0.2206
HMGB3P1 0.2206
FAM83C 0.2206
COL5A1 0.0976
GAB4 -0.4064
C22orf39 -0.4064
C22orf25 -0.4064
COL5A2 0.5214
ZNF280A -0.2576
SGSM1 0.812
EMID1 0.7992
COL6A1 0.2329
ANKRD54 0.4065
COL6A2 0.2329
PPP1R21 0.2509
TRABD2A 0.5687
COL6A3 0.553
TMEM150A 0.5133
COL7A1 0.1104
NUP35 0.5214
XIRP2 0.5214
TYW5 -0.2975
COL8A1 -0.2915
NMS 0.5055
LYG1 0.5055
MITD1 0.5055
DIS3L2 0.7267
COL8A2 0.0969
CMPK2 0.2314
MBOAT2 0.2314
CNTNAP5 -0.3776
TAF8 0.3553
COL9A1 0.6264
TMEM18 0.2314
C7orf13 1.4014
COL9A2 0.0997
FBLN7 -1.3989
NEU4 0.504
RBM45 0.5214
C2orf73 0.2509
TRIM43 0.4209
BBS5 0.5214
CCDC173 0.5214
COL9A3 0.5676
AADAC 0.2936
ADH6 0.6155
COL10A1 0.8329
ACMSD -0.3537
ICA1L -0.2975
FAM168B -0.405
OR9A4 1.0059
COL11A1 -0.3339
CIB4 0.1469
REG3G -0.3486
RFTN2 -0.2975
CLHC1 0.2509
COL11A2 0.3553
PLEKHH2 -0.3174
COL12A1 0.2133
AP1S3 0.1421
C2orf76 -0.3442
SGPP2 0.0663
ACVR1C -0.3016
OSR1 -0.4296
COL13A1 -0.3945
TTC32 -0.4296
UBR3 0.5214
KCTD18 -0.2975
ALS2CR12 -0.2975
ZNF513 0.1469
SPATA3 0.7267
LYPD6 -0.282
LYPD6B -0.282
GALM -0.3174
COL15A1 0.1878
TMEM198 0.0663
ZFAND2B 0.0663
COL16A1 0.0969
TMEM178A -0.3174
CPO -0.2552
MDH1B -0.2975
COL17A1 -0.4147
C2orf50 -0.4516
PQLC3 -0.4516
TMEM182 -1.3989
AHSA2 0.181
FBXO36 0.7267
MTERFD2 0.504
CCDC148 -0.3016
C2orf65 -0.3486
ADH7 0.6155
COL19A1 0.6264
CPNE4 0.1914
CCDC58 -0.3906
KCNH8 0.1569
COMP 0.4174
DNAJC19 0.1725
OTOL1 0.2371
FAM3D -0.4395
COMT -0.4064
ZPLD1 -0.2915
LYZL4 0.2164
KBTBD5 0.2164
COPA 0.1145
TRIM71 0.2164
FAM131A -0.332
CD200R1 -0.3426
CHCHD4 0.1569
COPB1 -0.3886
ZDHHC19 -1.3832
CRYBG3 -0.2915
DCBLD2 -0.2915
LRRC15 -1.3892
FAM43A -1.3892
KLF6 -0.461
TPRA1 -0.497
TMEM42 0.2164
UROC1 -0.497
SLC31A1 -0.3803
SLC31A2 -0.3803
FAM194A 0.2936
NUDT16 0.1914
COL6A6 0.1914
GRK7 0.6017
FAM172BP -0.2915
TMEM207 -0.332
METTL6 0.1569
ADK -0.3945
TAMM41 0.1569
IL17RE 0.1711
RTP1 -0.332
IQCF1 0.1104
GLYCTK 0.1104
PPM1M 0.1104
C3orf49 -0.2544
SNTN -0.2544
SYNPR -0.3155
C3orf45 0.1104
RPL32P3 0.3466
H1FOO 0.3466
OCIAD2 0.2412
SCLT1 0.6618
C4orf33 0.6618
TMEM155 0.6618
PABPC4L 0.6862
CORT 0.1255
MAP3K8 -0.3945
ADAD1 0.6618
ZFP42 -0.401
LIN54 0.1826
SPATA18 0.2412
COX4I1 0.5375
C4orf32 0.6155
TMPRSS11B -0.2119
GNPDA2 0.2412
SPATA4 -0.3729
CPEB2 -0.5757
EVC2 -1.5339
COX5B 0.5055
ARL9 -0.2311
AASDH -0.2311
PDCL2 -0.2311
C4orf36 0.1463
ADM -0.3886
PACRGL -0.5757
TRAM1L1 0.6618
OTOP1 -1.5339
ENPP6 -0.3729
SLC9B2 0.6155
SETD9 -0.3604
IL31RA -0.3604
EMB -0.391
SLCO6A1 -0.3286
C5orf47 0.1014
PPARGC1B 0.2155
HEATR7B2 0.2071
EGFLAM 0.6064
PRRC1 -0.3161
NADKD1 0.6064
UGT3A1 0.6064
CAPSL 0.6064
COX6A1 -0.4404
JMY -0.4008
C5orf58 0.1901
COX6A2 0.5298
ZNF474 -0.3505
CCDC127 0.9572
ADORA1 0.1934
COX6B1 0.2985
OR2Y1 0.0047
UBE2QL1 0.7494
C5orf49 0.7494
FAM173B 0.7494
CMBL 0.7494
POU5F2 -0.3286
DNAJC21 0.6064
AFAP1L1 0.2155
GRPEL2 0.2155
TMEM171 -0.4008
TMEM174 -0.4008
LSM11 0.1901
POC5 -0.4008
GPR151 0.2155
STARD4 -0.3505
WDR36 -0.3505
ZNF300P1 0.1901
NUDCD2 0.1901
COX6C 0.0091
UBLCP1 0.1901
ACOT12 -0.4008
SOWAHA 0.5926
SHROOM1 0.5926
C5orf24 -0.371
COX7A1 0.2985
ADAT2 0.1731
COX7A2 0.2133
RIPPLY2 0.2629
IRAK1BP1 0.2371
CLVS2 0.8329
TAAR9 0.1731
TAAR1 0.1731
COX7B -0.5506
STXBP5 0.1731
ADORA2A 0.812
COX7C -0.3286
COX8A 0.7736
NCOA7 0.2397
HINT3 0.2397
PACRG -0.5073
B3GAT2 0.218
C6orf57 1.1795
COX10 0.1158
CD109 0.1438
RAET1E 0.0903
PM20D2 0.5029
SRSF12 0.5029
COX11 -0.446
C6orf141 -0.3752
HUS1B 0.7291
COX15 -0.4147
CP 0.2936
TRIM40 0.3458
DPCR1 0.3458
CPA1 0.9078
CPA2 0.9078
WBSCR28 0.0813
TRIM50 0.0813
CPA3 0.2936
OR9A2 0.9751
C7orf34 0.9751
TMEM139 0.9751
NOBOX 1.0457
OR2A14 0.9066
OR6B1 0.9066
OR2F2 0.9066
ADORA2B 0.1158
CPB1 0.2936
ZNF786 1.0457
CPB2 0.6148
CPD -0.4562
EMID2 0.8769
PRSS37 1.0059
KLF14 0.9078
C7orf45 0.9078
C7orf57 0.2399
CPE -0.3448
SVOPL 1.0059
MTPN 1.0059
LRGUK 1.0059
ASB10 1.1199
CLDN4 0.0813
CLDN3 0.0813
PRSS58 1.0059
CLDN7 0.1744
MPLKIP 0.2798
CPM -0.4226
SRCRB4D 0.7694
C7orf31 -1.5615
CPN1 -0.4147
ASZ1 1.3545
CPN2 -1.3892
CLDN23 -0.381
CPOX -0.2915
ZNF572 1.031
CPS1 -0.2552
GOT1L1 -0.3826
FAM92A1 0.0091
CPT1A 0.7736
VPS37A -0.3732
CPT1B 0.6442
CPT2 -0.4405
NDUFAF6 0.0091
TMEM68 -0.047
ABRA 0.4784
LYPD2 0.9979
CR1 0.2209
NKX2-6 -0.349
TMEM71 1.031
SGCZ -0.317
ADHFE1 0.0235
UBXN2B 0.0453
CR1L 0.2209
PXDNL -5.3752
AGPAT6 -0.3826
UNC5D -0.3826
LETM2 -0.3826
CR2 0.2209
DCAF4L2 0.0091
RALYL 0.0091
HGSNAT -0.3826
RNF183 -0.3803
CRABP1 -0.0982
NACC2 0.0976
C9orf116 0.0976
C9orf41 0.2017
CRABP2 0.1145
C9orf57 0.2017
C9orf85 0.2017
C9orf135 0.2017
LCN8 0.084
FAM69B 0.084
CRAT 0.0418
PTRH1 -0.4673
PIP5KL1 -0.4673
TAF1L -0.3154
CREB1 -0.2552
ATF2 0.5214
PTPDC1 0.1412
ANKRD19P 0.1412
CREBBP 0.1223
ARID3C -0.4354
RPP25L -0.4354
C9orf131 -0.4354
OR13C5 0.1878
ATF6B 0.3553
OR13C8 0.1878
OR13C3 0.1878
OR13C4 0.1878
OR13F1 0.1878
OR1L8 -0.4673
OR1N2 -0.4673
OR1N1 -0.4673
CREBL2 0.666
CREM 0.6602
SLITRK4 0.5125
SPANXN3 0.5125
MAGEC3 0.5125
BEND2 -0.5629
PASD1 0.5125
DCAF12L1 0.5238
DGKK -0.5744
CRH 0.0235
MAP2K4P1 -0.5506
PIH1D3 0.5409
MUM1L1 0.5409
FAM199X 0.5409
FAM123B -0.5028
CRHBP -0.4008
APOOL -3.9447
HDX -3.9447
FUNDC1 -0.5744
GPR112 0.5125
CRHR1 -0.3343
PTCHD1 -0.5629
SMEK3P -0.5629
MAGEB10 -0.5629
DCAF8L1 -0.5629
CRHR2 0.1615
VENTXP1 -0.5629
OTUD6A -0.5506
UPRT -0.5506
MAGEE2 -0.5506
CRIP1 0.0424
MAGEB16 -0.5692
FOXR2 -0.5744
CRIP2 0.0424
GAB3 0.5125
PNCK 0.5125
ZFP92 0.5125
ACTRT1 0.5238
GPR119 0.5238
PAGE3 -0.5744
CRK 0.1744
RBMXL3 0.5409
DOCK11 0.5679
SPIN4 0.4777
CRKL -0.2039
AAMP 0.0663
ADORA3 -0.4583
CRMP1 -1.5339
RPS4Y2 -3.2679
CRP 0.1145
KRTAP13-1 -0.2932
TCP10L -0.2932
HAPLN1 -0.3286
RNF113B -0.4239
MUC17 0.8769
ASB11 -0.5629
ASB5 -0.3729
ASB6 0.0418
ASB7 0.8213
ASB8 -0.4027
ASB9 -0.5629
PISRT1 0.6017
MYL6B -0.3153
ZNF358 -0.5038
MYO3B 0.5214
RNF32 1.4014
APOBEC3D 0.4065
S100A16 0.1293
CHODL -0.3105
TCEAL2 0.5409
CRX -0.4733
SELM 0.7992
NEK7 0.281
ZFP28 -0.4419
ACTRT2 -0.4093
GATA5 0.5676
MLLT10P1 0.006
SLC32A1 0.2206
C20orf96 0.0315
BPIFA2 -0.1038
ZBTB46 0.5676
WFDC3 0.5764
GCNT7 0.5591
C20orf112 -0.1038
CBLN4 0.5591
CTCFL 0.5591
TRIM69 -0.4173
C20orf132 0.2206
CRY1 -0.4118
SAMD10 0.5676
ABHD16B 0.5676
C20orf160 -0.0822
BRI3BP -0.4404
SOGA1 0.2206
C20orf118 0.2206
RIMS4 0.5764
SUN5 -0.1038
MACROD2 -1.1714
DYNLL2 -0.446
TMEM37 -0.3442
UBE2F 0.553
ADAMTS14 -0.3945
NRSN1 0.3976
SMCR5 0.1158
SMCR8 0.1158
SMCR9 0.1158
CRY2 -0.462
RPL10L 0.6254
TRPM6 0.2017
KRT72 -0.4027
SRXN1 0.0315
ROMO1 0.2206
NEURL2 0.5764
LINC00261 0.006
ZSWIM3 0.5764
WFDC10A 0.5764
BANF2 0.006
NANP 0.006
LINC00266-1 0.5676
DEFB127 0.0315
C20orf79 0.006
ISM1 0.0776
WFDC6 0.5764
C20orf173 0.2206
LINC00028 -0.0822
FAM65C 0.5764
CST11 0.006
DEFB129 0.0315
ZNF280B -0.2576
SIRPA 0.0776
PABPC5 0.5551
SREK1 -0.382
C20orf151 0.5676
C20orf152 0.2206
CRYAA -0.4388
STK35 0.0776
R3HDML 0.1965
C5orf20 -0.371
ADPRH -0.3906
CRYAB -0.4565
CRYBA1 -0.4562
CRYBA2 0.0663
CRYBA4 0.7992
CRYBB1 0.7992
CRYBB2 0.812
CRYBB2P1 0.7992
CRYBB3 0.812
CRYGA -0.2552
CRYGB -0.2552
PARP1 0.2209
CRYGC -0.2552
CRYGD -0.2552
MIB2 -0.4093
DUSP19 0.5214
SLC34A3 0.084
ITLN2 0.1145
RAB40A 0.5409
ASB15 0.8448
ASB14 0.159
ASB12 -0.5028
CRYGS -0.332
CRYM 0.8967
C10orf129 -0.4147
SAMD8 -0.3945
CRYZ -1.3286
LIPJ -0.3077
CFL1P1 0.5676
TRUB1 -0.4147
PARP4 0.1226
MPP7 -0.3945
CS -0.3153
FRMPD2 0.2167
VTI1A -0.4147
MAPK14 0.3553
DYDC1 -0.3945
EIF5AL1 -0.3945
HECTD2 -0.3804
FGFBP3 -0.3804
C10orf82 -0.4147
CACUL1 -0.4108
CSE1L 0.5764
SYT9 -0.3886
LDLRAD3 -5.937
PSMA8 0.6477
OR52B4 -0.4569
CSF1 -0.469
C11orf40 -0.4569
OR52I2 -0.4569
OR51E1 -0.4569
XRRA1 -0.4155
CSF1R 0.2155
UBQLNL -0.4518
MUC15 -0.3224
LOC143666 -0.5216
C11orf94 -0.462
FAM76B -0.3389
SESN3 -0.3389
PIWIL4 -0.3389
CSF2 -0.3464
CSF2RA 1.4625
ARHGAP42 -0.3389
KBTBD3 -0.3389
CWF19L2 -2.7269
KDELC2 -0.4565
CSF2RB 0.8509
LAYN -0.4565
TTC36 -0.4435
CSF3 -0.434
C11orf84 0.7736
CSF3R 0.0969
PLEKHA7 -0.3886
SPTY2D1 -0.3886
TMEM86A -0.3886
OR10A5 -0.3886
OR2AG1 -0.3886
DNHD1 -5.1206
PRICKLE1 -0.3673
AMDHD1 -0.3398
SLC2A14 0.5711
CSH1 -0.446
BCDIN3D -0.4027
ALG10B -0.3673
CSH2 -0.446
GLIPR1L2 -0.2622
FAM101A -0.4404
ZNF664 -0.4404
LINC00477 0.8098
LYRM5 0.8098
CSHL1 -0.446
CPNE8 -0.3673
TMEM120B -0.4404
WDR66 -0.4404
GLT1D1 -0.4592
TSPAN19 -0.2815
BEST3 -0.4226
E2F7 -0.2815
SOCS2-AS1 -0.3398
LOC144486 -0.3398
CSK 0.3743
KRT80 -0.4027
A2ML1 0.5596
A2M-AS1 0.5596
C12orf66 -0.3451
CSN1S1 -0.2608
C12orf60 0.666
FBXL14 0.1726
CSN2 -0.2608
RAD9B -0.4799
FAM109A -0.4799
LOC144742 -0.4404
LINC00410 -0.3177
CSN3 -0.2608
FAM216B 0.6148
LACC1 0.6148
LINC00330 0.6148
LINC00343 -0.3664
HNRNPA1L2 -0.4107
ST13P4 -0.4107
B3GALTL 0.1226
CSNK1A1 0.2155
LINC00239 0.0424
LINC00637 0.0424
RDH12 0.1756
ADAM21P1 -0.4701
GSC 1.0147
SERPINA12 1.0147
PRIMA1 1.0147
MIPOL1 -0.2939
CSNK1D 0.7992
PPP1R36 -0.4389
SLC38A6 -0.3291
CSNK1E 0.4065
C14orf37 0.6254
FRMD6-AS1 0.6254
ABHD12B 0.6254
LOC145474 -0.4701
PTGR2 -0.435
FAM161B -0.435
C14orf166B 0.5366
CSNK1G2 -0.5038
ISM2 0.5366
CEP128 0.5366
MDP1 0.5627
TTC7B 1.0147
LRFN5 -0.2409
CSNK1G3 -0.3505
PAR1 -0.4385
C15orf43 -0.4173
LOC145663 -0.4173
CSNK2A1 0.0315
C2CD4A 0.4661
LYSMD4 0.8213
FAM81A 0.4661
GCOM1 0.6223
LOC145783 0.5738
FLJ27352 -0.4289
PGPEP1L 0.8213
LOC145820 0.8213
LOC145837 0.4661
LOC145845 0.717
C15orf61 0.4661
C15orf32 0.8213
HAPLN3 0.4661
MESP2 0.4661
CSNK2A2 0.1946
TMCO5A -0.33
SPATA8 0.8213
NRG4 0.3743
LINC00052 0.4661
ADRA1D 0.0776
CSNK2B 0.3553
ZSCAN29 -0.4173
TTBK2 -0.4173
CDAN1 -0.4173
SLC38A8 0.5375
VWA3A 1.1857
OTOA 1.1857
ZFP90 0.1946
VCAN -0.3286
RLTPR 0.1946
KCTD19 0.1946
CMTM4 0.1946
CMTM2 0.1946
BEAN1 0.1946
TEKT5 0.7514
NCAN 0.4174
RNF151 0.1223
C16orf11 -0.2706
FBXL16 -0.2706
SSTR5-AS1 0.1223
C16orf92 0.5298
GSG1L 0.4553
CSPG4 0.3743
SLC22A31 0.5375
IL34 0.0906
ZNF597 0.1223
CCDC64B 0.1223
TMED6 0.1946
LOC146481 0.6559
CSRP1 0.1934
FLJ30679 0.5375
LOC146513 0.5375
ZNF785 0.5298
ZNF688 0.5298
PRSS36 0.5298
C16orf89 0.1223
C16orf71 0.1223
CSRP2 -0.2815
MGAT5B 0.4956
TOM1L2 0.1158
ENTHD2 0.7992
B3GNTL1 0.4371
RBFOX3 -3.37
CD300LF 0.4984
C17orf77 0.4984
DNAH2 0.1158
RTN4RL1 0.1744
TCAM1P -0.446
EFCAB3 -0.446
SLC25A10 0.7992
SLC47A2 -0.4562
CDRT15 0.1158
WDR16 0.1158
CCDC42 0.1158
PIK3R6 0.1158
ODF4 0.1158
C17orf50 -0.4356
SLFN13 -0.4356
SLC35G3 -0.4356
UNC45B -0.4356
LOC146880 -0.446
CD300LG -0.4331
CST1 0.006
KIF18B -0.4767
RUNDC1 -0.4102
EME1 -0.446
ADRA1B 0.1901
CST2 0.006
TMEM199 -0.4562
PROCA1 -0.4562
DHRS13 -0.4562
KCTD11 1.4032
C17orf69 -0.3343
LOC147093 -0.4102
CST3 0.006
NOTUM 0.7992
TMC8 0.4956
TRIM16L 0.1158
LRRC37BP1 -0.4562
WIPF2 -0.434
KRT25 -0.434
TMEM99 -0.434
CST4 0.006
CST5 0.006
STARD6 1.1259
C18orf25 0.6477
CCBE1 -1.4361
CBLN2 -1.4927
CST6 0.7736
SLC25A52 0.6477
DSG4 0.6477
CHST9-AS1 0.6477
ANKRD29 0.6477
APCDD1 -0.3302
CSTA -0.3906
LINC00526 -0.3923
CSTB -0.4388
VSIG10L -0.4277
LOC147646 -0.4277
LINC00085 -0.4277
ZNF480 -0.4277
ZNF534 -0.4277
ZNF578 -0.4277
ERVV-1 -0.4277
LOC147670 -0.4419
C19orf18 -0.4419
ZNF418 -0.4419
ZNF417 -0.4419
ZNF548 -0.4419
PPM1N -0.4733
CSTF1 0.5591
KLC3 -0.4733
IGSF23 -0.4733
LYPD4 -0.4715
ILF3-AS1 -0.5038
ZNF560 -0.5038
TMEM190 -0.4419
HIPK4 -0.4715
TMC4 -0.4277
CSTF2 0.5409
TPM3P9 -0.4277
ZNF524 -0.4419
ZNF784 -0.4419
ZNF563 0.5349
SPC24 -0.5038
CCDC155 -1.4996
CSTF3 -0.3907
DACT3 -0.4733
SIX5 -0.4733
IGFL2 -0.4733
ZNF420 0.2985
ZNF565 0.2985
NLRP4 -0.4419
ZNF542 -0.4419
ZNF582 -0.4419
ZNF583 -0.4419
FAM98C 0.2785
CAPN12 -0.4715
DPY19L3 0.3221
ADRA1A -0.4363
LGALS16 -0.4715
TTC9B -0.4715
TICAM1 -0.5038
CIRBP-AS1 -0.5038
ZNRF4 -0.5038
ZNF599 0.3221
FAM187B 0.3221
CILP2 0.4174
C19orf55 0.2985
LOC148145 0.4174
ZNF558 -0.5038
CDC42EP5 -0.4277
LINC00662 0.4174
ZNF98 0.4174
NKX2-5 0.1014
ZNF738 0.4174
ZNF714 0.4174
ZNF681 0.4174
C19orf25 -0.5038
ATP8B3 -0.5038
FLJ25328 0.5125
DIRAS1 -0.5038
ZNF555 -0.5038
ZNF569 0.2985
ZNF570 0.2985
SYT6 -0.3978
C1orf74 0.2209
CREB3L4 0.1293
C1orf127 0.1255
BROX 0.2209
SAMD11 -0.4093
LOC148413 -0.4093
SAMD13 -0.2857
C1orf52 0.9372
PHF13 -0.4093
C1orf51 0.1593
TMEM56 0.7322
NBPF4 -0.3316
UBE2U -0.3618
CTBS 0.9372
SLC35F3 0.2667
LOC148696 0.2209
CTBP1 -1.5339
LOC148709 0.1934
PTPRVP 0.1934
HFE2 0.2271
ANKRD35 0.2271
FAM163A 0.2339
B3GALNT2 0.1639
CTBP2 0.5173
MFSD4 0.2209
PM20D1 0.2209
GCSAML 0.1656
GCSAML-AS1 0.1656
SLC30A7 -0.3339
CCDC27 -0.4093
C1orf213 0.1367
CTF1 0.5298
KNCN 0.1237
MOB3C 0.1237
GLIS1 -0.4405
CTGF 0.1731
LELP1 0.1293
RC3H1 0.1963
MGC27382 -0.2857
DCDC2B 0.0969
ZNF362 0.0969
LOC149086 0.0969
DCST1 0.1293
CTH -1.3286
CNIH3 0.2209
LOC149134 0.1656
MANEAL -0.5388
IL23R -0.3618
METTL11B 0.1963
FAM78B 0.1963
CTLA4 -0.2975
SHISA4 0.1934
EXOC8 0.2209
LOC149373 0.2209
PDIK1L 0.0878
BNIPL 0.1593
CLDN19 0.1125
WDR65 0.1125
C1orf210 0.1125
CCDC24 0.1125
BTBD19 0.1237
CCDC17 0.1237
LRRC71 0.1145
CTNNA1 -0.371
C1orf64 0.1925
CTNNA2 -0.3486
RNF187 0.2209
RP11-165H20.1 -0.4583
PYHIN1 0.1145
C1orf227 0.2209
FAM71A 0.2209
ADIG 0.2206
GTSF1L 0.1965
CTNS 0.1744
WFDC5 0.5764
APCDD1L-AS1 0.5591
GNAS-AS1 0.5591
PRNT 0.0776
LINC00654 0.0776
C20orf196 0.0776
CTNNB1 0.2164
NCOR1P1 0.006
LOC149950 -0.1038
COMMD7 -0.1038
BPIFB4 -0.1038
LSM14B 0.5676
ANKRD30BP2 0.5529
LIPI -0.3105
AANAT 0.4956
ADRA2A -0.4147
CTNND1 0.6614
ABCC13 -0.3105
LCA5L -0.436
IGSF5 -0.436
SIK1 -0.4388
CTNND2 0.7494
LINC00479 -0.4907
ZNF295-AS1 -0.4907
C21orf128 -0.4907
SLC9B1 0.6155
CCT8L2 -0.4064
XKR3 -0.4064
LOC150185 -0.4064
LOC150197 -0.4064
AIFM3 -0.2039
YDJC -0.2576
ZDHHC8P1 0.812
C22orf15 0.812
HSCB 0.7992
CCDC117 0.7992
HORMAD2 0.7992
DUSP18 0.7992
MORC2-AS1 0.7992
C22orf42 0.804
CTPS1 0.1125
ENTHD1 0.4065
DNAJB7 0.4065
CHADL 0.4065
MEI1 0.4065
FAM109B 0.4065
NFAM1 0.4065
PNPLA5 0.4065
LOC150381 0.6442
CDPF1 0.6442
CN5H6.4 0.6442
CTRB1 0.1055
TTL -1.3989
CKAP2L -1.3989
CBWD2 -2.5669
TEKT4 0.4209
SATB2-AS1 -0.2975
LOC150568 -1.3989
SMYD1 0.3878
C2orf15 0.5055
CTRL 0.1946
LOC150622 0.2314
OTOS 0.504
MYEOV2 0.504
OR6B3 0.504
COMMD1 0.181
PROM2 0.4209
ANKAR 0.5214
FBXO41 -0.3486
TTC30B 0.5214
GPAT2 0.4209
ITPRIPL1 0.4209
LOC150776 -0.3537
WTH3DI -0.405
CTSB -0.5002
FAM117B -0.2975
CTSD -0.4569
TCF23 0.1469
LOC150935 0.504
FAM59B 0.1469
PUS10 0.181
PKI55 -0.279
LINC00309 -0.3486
ADRA2B 0.4209
CTSE 0.2209
LOC151009 -1.3989
SEPT10 -1.3989
KANSL1L -0.2552
PLB1 0.1469
CTSG 0.1515
ZSWIM2 0.5214
ZNF385B 0.5214
LOC151171 0.553
LOC151174 0.553
ARL6IP6 -0.282
METTL21A -0.2552
CCNYL1 -0.2552
CTSH -0.0982
KLHL23 0.5214
SULT1C2P1 -1.3989
PPP1R1C 0.5214
SGOL2 -0.2975
ALS2CR11 -0.2975
SLC38A11 0.5214
CCDC140 0.0663
SLC23A3 0.0663
CTSK 0.1593
LINC00608 0.0663
GPBAR1 0.0663
FAHD2B 0.4209
MYADML -0.337
FAM84A -0.4296
FAM82A1 -0.3174
CTSL1 0.1637
GDF7 -0.4296
SLC16A14 0.7267
LOC151475 0.7267
LINC00471 0.7267
LOC151484 0.7267
CTSL2 0.1878
MSL3P1 0.7267
ASPRV1 -0.3486
WDSUB1 -0.3016
UPP2 -0.3016
LBX2-AS1 -0.3486
GPR155 0.5214
TTC14 0.1725
DTX3L -0.3906
FAM19A4 -0.3779
SGOL1 0.1569
PP2D1 0.1569
EFHB 0.1569
LINC00635 -0.3212
CTSL1P2 0.2412
PPM1L 0.2371
WDR49 -1.2783
CTSL1P8 0.1637
LRRC34 0.1744
CPNE9 0.1711
DPPA2 -0.3426
CCDC80 -0.3426
BTLA -0.3426
CTSO -0.3448
CCDC12 0.1104
MB21D2 -0.332
PPP4R2 0.2493
ADRA2C -1.5339
CTSS 0.1593
XXYLT1 -1.3892
RNF38 -0.4354
GLIPR2 -0.4354
ROPN1B -0.497
LOC152024 0.226
C3orf22 -0.497
C3orf55 0.236
ZCWPW2 0.2164
CTSW 0.7736
CMC1 0.2164
NEK10 0.2164
C3orf79 0.2936
CCDC50 -0.332
PYDC2 -0.332
SPICE1 -0.3426
CMTM8 0.2164
NUDT16P1 0.1914
CTSZ 0.5591
CCDC13 0.2164
LOC152217 -1.3082
LOC152225 -0.2915
FGD5 0.1569
CUX1 0.8769
CIDECP 0.1711
CNTN4 0.1711
CX3CR1 0.2164
IGSF11 -0.3906
C3orf30 -0.3906
ZNF827 -0.3892
CXADR -0.3105
SH3D19 -0.3448
NFXL1 0.2412
NIPAL1 0.2412
PAQR3 0.1826
SHISA3 0.2412
LOC152578 0.2412
SCFD2 0.2412
WWC2-AS2 -0.3729
ZNF595 -1.3324
TEX28 0.5125
LOC152742 0.5364
FAM218A -0.3448
JAKMIP1 -1.5339
CYB5A -1.4927
THAP6 -0.2608
C4orf26 -0.2608
KLB 0.5348
FAM53A -1.5339
PPM1K 0.6723
C4orf45 -0.3448
TRMT44 -1.5339
ADRB1 -0.4147
RASGEF1B 0.1826
DAB2IP -0.4673
SLC38A9 -0.3604
MGC32805 -0.3505
SLC36A2 0.1901
SPINK13 0.2155
CREBRF 0.1014
CEP120 -0.3505
SLC25A48 -0.371
TMEM167A -0.3286
MBLAC2 -0.3286
TMEM161B -0.3286
CYB561 -0.446
SRFBP1 -0.3505
JAKMIP2-AS1 0.2155
PLEKHG4B 0.9572
CYBA 0.5375
ZMAT2 0.2155
MARVELD2 -0.382
C5orf38 0.7494
IRX2 0.7494
BTNL9 0.0047
CYBB -0.5692
ARSK -0.3286
FAM81B -0.3286
TTC23L 0.6064
LOC153684 0.2071
CYC1 1.1201
CCDC112 -0.3505
PPP1R2P3 0.1901
FAM71B 0.1901
PRELID2 0.2155
SH3RF2 0.2155
PLAC8L1 0.2155
CYLC1 -2.7923
RNF145 0.1901
