SYMBOL BT474_BREAST power
ADCY1 0.6683 1.58919923052529
CETN3 -0.5573 0.679572793070075
CETP 0.0451 1.03175469260849
FAM189B 0.2316 1.17413638634978
USP39 -0.1199 0.920251435383022
POLD3 0.9495 1.93120323781505
CERS1 -0.7217 0.606382490115563
TBR1 -0.0194 0.986642952447207
AP4B1 -0.2426 0.845220696865603
NRG3 -0.2208 0.858089478644196
CFL1 0.665 1.58556827322057
UGT2B11 -0.1883 0.877639278675835
POLQ 0.3919 1.31212030219103
SLC12A7 0.7078 1.63331154146674
MGEA5 -0.2548 0.838103312404538
NFAT5 0.0683 1.04848047823616
NUDC -0.2656 0.8318527049474
PTGES3 0.1315 1.09543205283268
CFL2 0.8572 1.81151907849781
YME1L1 0.0593 1.04196007598888
TCFL5 0.5216 1.43554643745505
PLK4 -0.2221 0.857316609915521
STAG3 0.2876 1.22060804134024
STAG2 -0.5108 0.701833151009861
SIX2 -0.1553 0.897945630923946
RFPL3-AS1 -0.3249 0.798353722101993
RFPL3 -0.3249 0.798353722101993
RFPL2 -0.3249 0.798353722101993
RFPL1-AS1 -0.2892 0.818355725534041
RBBP9 0.3025 1.23327967357003
RAI2 0.9123 1.88204353429073
RAI1 -0.3102 0.806529942680612
PTTG2 -0.2632 0.833237687881399
PHTF1 -0.2426 0.845220696865603
MAP3K2 0.0165 1.01150258019168
MASP2 -0.2698 0.829434521884784
KLRAP1 0.1002 1.07192205218626
KIF1C -0.3153 0.803683852007168
CTSC -0.2155 0.861247622301833
GRAP -1.8768 0.272286998210748
CHL1 0.0677 1.04804451812538
CAPN9 -0.2394 0.84709753707607
GIPC1 0.2413 1.18205732328987
TRAF3IP2 0.0572 1.04044449275809
PLAC1 -0.5108 0.701833151009861
NUP50 -0.3174 0.802514853504223
NES -0.3033 0.810396585130572
KDM5B 0.2755 1.21041351389157
TOB2 -0.3174 0.802514853504223
HBS1L 0.0673 1.04775397876341
AHCYL1 -0.2521 0.839673289209675
PLK2 -0.3583 0.780083249555324
ZMYND11 0.0464 1.03268481682206
SRSF10 -0.2656 0.8318527049474
ZBTB6 1.0009 2.00124805417289
POP4 -0.2038 0.868260585733659
ARPP19 -0.257 0.836826242683391
ARPP21 -0.6438 0.640024927067137
ZNF271 0.2889 1.22170841636414
ZNF234 0.1045 1.07512171708826
ZNF266 -0.3648 0.776576523904821
ZNF274 0.0706 1.05015333931256
NEK6 0.6397 1.55800514757139
WDR4 -0.3366 0.79190539823384
SLC17A3 0.0608 1.04304398690698
NCKAP1 -0.0281 0.980711023924451
IQGAP2 -0.3667 0.775554461596908
VAMP5 -0.1199 0.920251435383022
ZNF273 0.4816 1.39629134463074
ZNF460 0.0706 1.05015333931256
ZNF268 0.2996 1.23080311494952
MTHFD2 -0.1199 0.920251435383022
OR5I1 0.3267 1.25414138603437
RPP40 0.0393 1.02761510371662
ADCY2 0.6648 1.58534848202005
CFTR 0.2909 1.22340323834233
CYSLTR1 -0.4833 0.715339493878471
SEPT9 -0.3027 0.810733689689507
SEC24A 0.0277 1.01938568566298
CCR9 -0.6438 0.640024927067137
GJB6 -0.2692 0.829779545745688
SDCCAG8 1.2057 2.30649153881722
SDCCAG3 0.0589 1.04167122335864
HSPH1 -0.2528 0.839265976011359
STARD10 0.9095 1.87839438371943
CGA 0.0938 1.06717738558572
WASF3 -0.2351 0.84962610550362
NOXA1 0.0589 1.04167122335864
UTP14A -0.5108 0.701833151009861
CPLX2 0.1545 1.11303580256158
CPLX1 -0.2719 0.82822806773997
SPINT3 0.2837 1.21731285924951
FRS3 0.0686 1.04869852629249
FRS2 0.1539 1.11257300022825
OR7E14P 0.0807 1.05753103335638
CGB 0.0982 1.07043708223031
OR7E12P -0.7538 0.593039456732664
NEU3 1.447 2.72640521456502
C5orf4 0.063 1.04463576286423
FAM114A2 0.0463 1.03261323904587
ZNF275 -0.5108 0.701833151009861
CEACAM3 0.1045 1.07512171708826
ALDH1L1 0.3992 1.31877642305264
FTCD -0.3366 0.79190539823384
PPP1R17 0.6431 1.56168122895738
TUBGCP2 -1.3449 0.393681275245494
CLPX -0.2687 0.830067175261516
PDE10A -0.7191 0.607476287445565
SRCAP -0.0406 0.972250515696652
PPP1R13L 0.0719 1.05110004985902
CD3EAP 0.0719 1.05110004985902
CCL27 1.1951 2.28960701916225
HPSE -0.2262 0.854883657637565
RUVBL2 0.0982 1.07043708223031
PGRMC1 -0.5108 0.701833151009861
CYP46A1 0.277 1.21167266043024
LILRB1 0.0888 1.06348523231555
SLC26A1 -0.2719 0.82822806773997
ADAM28 -0.4152 0.749915527069943
SLC22A7 0.0686 1.04869852629249
ARID5A -0.0021 0.998545449805883
HCP5 0.0242 1.01691563796227
TSPAN9 0.0951 1.06813944326631
USP20 0.537 1.45095220783418
USP19 -0.7116 0.610642538927607
CEACAM7 0.1045 1.07512171708826
HCST 0.1023 1.07348348780182
CD300C -0.3027 0.810733689689507
ME3 -0.2155 0.861247622301833
NMU -0.2136 0.862382615105203
FGL2 0.2876 1.22060804134024
EDDM3A 0.8134 1.757348109292
CFHR4 1.2332 2.35087853521656
CFHR3 2.2129 4.63606244911896
SMR3B -0.228 0.853817714391245
CEACAM8 0.1045 1.07512171708826
ACTL7B -0.4202 0.74732101644498
ACTL7A -0.4202 0.74732101644498
C1QL1 -0.3237 0.799018050307903
MRPS30 0.684 1.60658799351407
WDR3 -0.1866 0.878674054645999
NPFFR2 -0.228 0.853817714391245
PROKR1 -0.1973 0.87218132190529
GPR83 -0.2358 0.849213964340083
CEACAM4 0.1045 1.07512171708826
RAB10 0.1316 1.09550798502815
PPARGC1A -0.1867 0.878613151712397
MALT1 0.2486 1.18805366097021
MMP24 2.1747 4.51491867065937
LYVE1 0.0807 1.05753103335638
PPBPP2 -0.228 0.853817714391245
OCLM -0.2675 0.830757892949754
YIF1A 0.665 1.58556827322057
CPSF4 0.2876 1.22060804134024
JTB 0.6166 1.53325749149207
ADCY3 -0.1829 0.880930433455422
RUNDC3A -0.3237 0.799018050307903
DHRS4 0.8007 1.74194611910801
BRD8 0.0277 1.01938568566298
MTMR11 -0.2828 0.821994131979628
BLCAP -1.3495 0.392428030574677
MAN1A2 -0.1866 0.878674054645999
TRAFD1 0.2858 1.21908608114549
TXNL4A 0.2583 1.19606848636818
PNPLA6 -0.3648 0.776576523904821
SUGT1 -0.183 0.880869374126979
UTS2 -0.2698 0.829434521884784
GADD45G -0.3988 0.758488914289677
EDAR -0.0298 0.979556083482242
PAPOLA 0.277 1.21167266043024
TCERG1 0.0443 1.03118272492129
MAGED2 0.2557 1.19391489363719
BTNL3 -0.9483 0.518242773749234
EHMT2 0.0242 1.01691563796227
COPS8 -0.0545 0.962928110730735
RNPS1 0.0164 1.01143247060537
FASTK 0.4876 1.40211044918369
SUB1 0.684 1.60658799351407
SMPDL3A 0.0673 1.04775397876341
DBF4 0.2876 1.22060804134024
SPIN1 -0.3988 0.758488914289677
RALBP1 0.6368 1.55487650517039
SRSF8 -0.2358 0.849213964340083
APOBEC2 0.0686 1.04869852629249
MORF4L1 0.0549 1.03878709756738
PRDX3 -1.2404 0.42325528862743
GPR75 -0.1827 0.88105256480997
EHD1 1.0567 2.08016792930623
AFG3L2 0.6368 1.55487650517039
POP1 0.6926 1.61619357147806
UGT2A1 -0.228 0.853817714391245
PRSS21 0.0164 1.01143247060537
MSL3 0.8738 1.83248323562381
C11orf58 0.0807 1.05753103335638
KDELR1 0.0982 1.07043708223031
SF3A3 -0.2742 0.826908726606597
AP3M2 -0.2889 0.818525915517589
STARD3 2.6813 6.414336320265
HNRNPA0 0.0277 1.01938568566298
BTG3 -0.24 0.846745312362527
CBX1 -0.3036 0.810228085418009
SEC61B -0.3988 0.758488914289677
TOMM34 1.7994 3.48075434708461
PDIA5 0.3919 1.31212030219103
SERINC3 1.7516 3.3673180661852
OS9 0.1315 1.09543205283268
PNRC1 0.0938 1.06717738558572
TMED2 0.2996 1.23080311494952
LMAN2 0.2741 1.2092394910229
ERP29 0.2858 1.21908608114549
MLLT11 -0.2863 0.820002378765662
STIP1 1.0567 2.08016792930623
IFI44L -0.1961 0.872907083728363
ACOT2 0.2663 1.2027193213487
RAB40B 0.2317 1.17421777410301
EBNA1BP2 -0.2742 0.826908726606597
CKAP4 -0.2619 0.833988849523515
YWHAQ 0.3883 1.30885021090917
TMED10 0.2663 1.2027193213487
ASCC3 0.0938 1.06717738558572
C10orf116 -0.2208 0.858089478644196
UQCR11 -0.375 0.77110541270397
CLP1 0.3267 1.25414138603437
FERMT2 0.2975 1.22901285003975
COPS6 0.2876 1.22060804134024
RAB32 -0.6661 0.630208011586891
MAPRE2 0.2889 1.22170841636414
CCNI 1.1747 2.25745933532968
KCNQ1OT1 -0.7538 0.593039456732664
GCN1L1 0.2996 1.23080311494952
COPS5 0.2706 1.20630941336298
METAP2 -0.2641 0.832718049263288
IMMT -0.1199 0.920251435383022
LILRB5 0.0888 1.06348523231555
SLC38A3 -0.7116 0.610642538927607
SF3B2 0.665 1.58556827322057
SDS 0.2858 1.21908608114549
ILVBL 0.8239 1.77018482504448
SLC27A5 0.1393 1.10137059786496
SLC27A4 0.537 1.45095220783418
SLC27A3 0.6166 1.53325749149207
SLC27A2 -0.257 0.836826242683391
KIF2C -0.2966 0.81416888932779
SPINK5 0.0443 1.03118272492129
LILRB4 0.0888 1.06348523231555
CCDC85B 0.665 1.58556827322057
IL24 -0.2856 0.820400342940391
CHAD 1.7408 3.34220447564866
GLIPR1 0.1539 1.11257300022825
TLK2 -0.2842 0.821196850804407
KLK11 0.0982 1.07043708223031
TMSB15A -0.5108 0.701833151009861
KDELR2 0.6097 1.52594186527634
KDELR3 -0.3174 0.802514853504223
ATF7 0.1315 1.09543205283268
SNRNP27 -0.1973 0.87218132190529
TMED1 0.4694 1.38453353704717
LIAS -0.2632 0.833237687881399
RCBTB2 -0.2528 0.839265976011359
IFT27 -0.3046 0.809666672698291
RAB35 0.2996 1.23080311494952
TDRKH -0.2863 0.820002378765662
VAX1 -1.2404 0.42325528862743
LILRA1 0.0888 1.06348523231555
LILRB3 0.0888 1.06348523231555
LILRA3 0.0888 1.06348523231555
LILRA2 0.0888 1.06348523231555
CHAT 0.0211 1.01473288006676
RBPMS -0.362 0.778085176555419
RAB31 0.6368 1.55487650517039
ADAP1 0.5715 1.4860678632977
DSTN 0.3025 1.23327967357003
RIPK3 0.823 1.76908087066308
GTF2A1L -0.1553 0.897945630923946
STON1 -0.1553 0.897945630923946
SMA4 0.0032 1.00222053271699
RCC1 -0.2656 0.8318527049474
PIM2 0.2384 1.17968362467416
B3GNT1 0.665 1.58556827322057
SMA5 0.0032 1.00222053271699
MID2 -0.5108 0.701833151009861
PAPD7 0.6648 1.58534848202005
UPK1A 0.1023 1.07348348780182
SLC35D2 -0.3988 0.758488914289677
ADRM1 -0.3196 0.801292012113416
CHD1 -0.5573 0.679572793070075
NUDT21 0.0451 1.03175469260849
CPSF6 0.1539 1.11257300022825
OGFR 0.5216 1.43554643745505
ZPBP 0.6832 1.60569735892281
DDX52 1.613 3.05887255576554
ABHD2 -0.2857 0.8203434790927
WWP1 0.6866 1.60948596910928
CHD2 -0.2857 0.8203434790927
WWP2 0.0683 1.04848047823616
LECT1 -0.183 0.880869374126979
DUS4L 0.2876 1.22060804134024
SOX30 0.0427 1.03003974060605
CNTRL 0.7292 1.65771960178122
UBE2C 0.2629 1.19988820957775
SNRNP35 0.2996 1.23080311494952
C10orf10 0.0567 1.04008396465312
CYB561D2 -0.7116 0.610642538927607
RAPGEF4 -0.0023 0.998407031607884
CHD3 -0.2853 0.820570958134384
TMEM115 -0.7116 0.610642538927607
DUSP14 1.9628 3.898178083877
TOPBP1 0.4154 1.33366839723047
TRIM31 0.0242 1.01691563796227
STMN2 0.7037 1.62867641718539
TPPP 0.7078 1.63331154146674
HSF2BP -0.3366 0.79190539823384
TRIOBP -0.3046 0.809666672698291
RER1 -0.2698 0.829434521884784
CHD4 0.0617 1.04369487460716
DNAJB4 -0.1961 0.872907083728363
KERA -0.2641 0.832718049263288
ESM1 -0.3583 0.780083249555324
DIDO1 0.8138 1.75783541719898
ADAM30 -0.1866 0.878674054645999
ADAM29 -0.2182 0.859637306947195
AKR1C4 0.0438 1.03082540614428
WDR5 0.0589 1.04167122335864
C9orf9 0.3513 1.27570964046127
ADAMTS13 0.0589 1.04167122335864
CACFD1 0.0589 1.04167122335864
ADAMTS8 -0.2686 0.830124713127825
ADAMTS5 0.3054 1.23576121539422
NUPL2 0.6699 1.59096268655778
PRSS23 -0.2155 0.861247622301833
PTPN21 0.8044 1.74641932540053
ADCY5 0.3919 1.31212030219103
HNRNPUL1 0.1045 1.07512171708826
ATE1 -1.2404 0.42325528862743
RPP14 -0.6312 0.645639164353609
KRR1 0.1539 1.11257300022825
KATNA1 -0.6661 0.630208011586891
PRDM7 0.0683 1.04848047823616
PRDM5 -0.2 0.870550563296124
PRDM4 -0.2619 0.833988849523515
CHEK1 -0.2686 0.830124713127825
HIBADH 0.6726 1.59394295698359
CIT 0.2996 1.23080311494952
FGFR1OP -0.7191 0.607476287445565
EMILIN1 0.1008 1.07236794474953
BTN3A2 0.0608 1.04304398690698
BTN3A1 0.0608 1.04304398690698
FOXN3 0.8044 1.74641932540053
BTN2A1 0.0608 1.04304398690698
PTPRT -1.3151 0.401897636984694
RCAN3 -0.2656 0.8318527049474
FAF1 -0.206 0.866937563514687
CD160 -0.179 0.883315051481465
KIF3A -0.5373 0.68905927574079
POLR3A -0.1826 0.881113636836663
CLASRP 0.0719 1.05110004985902
CHGA 0.277 1.21167266043024
ZWINT 0.0957 1.06858376235959
CAPN11 0.0686 1.04869852629249
CAPN10 -0.0545 0.962928110730735
KPTN 0.0719 1.05110004985902
CDC42EP1 -0.3046 0.809666672698291
SLC7A9 0.1023 1.07348348780182
PWP1 -0.2619 0.833988849523515
TBC1D8 -0.0073 0.994952805687713
CHGB 0.2858 1.21908608114549
CDC37 0.4694 1.38453353704717
IL1RAPL1 0.9123 1.88204353429073
PKIG 1.7516 3.3673180661852
KAT7 1.7408 3.34220447564866
DMC1 -0.3174 0.802514853504223
PLA2G16 1.0567 2.08016792930623
GLMN -0.2324 0.851217667377839
HHLA3 -0.223 0.85678195476857
HHLA2 0.0336 1.02356306914069
BVES 0.0587 1.04152682707335
CORO1A 0.0196 1.01367838949737
WDR45 0.2384 1.17968362467416
FICD -0.2619 0.833988849523515
AP4S1 0.8572 1.81151907849781
LDB3 -0.2208 0.858089478644196
PTP4A3 0.6926 1.61619357147806
LSM6 -0.2095 0.864836909007239
RABL2B -0.2243 0.856010263707656
RABL2A -0.0237 0.983706608798322
CHI3L1 0.2755 1.21041351389157
ERLIN2 -0.2973 0.81377394793982
C14orf1 0.2663 1.2027193213487
NUDT6 -0.2239 0.856247633052842
NUDT4 -0.2641 0.832718049263288
NUDT5 0.0042 1.00291545986912
NUDT3 0.0686 1.04869852629249
SOX21 -0.2327 0.851040680042362
FSTL1 0.3919 1.31212030219103
PSIP1 -1.2725 0.413941844493237
WDHD1 0.2975 1.22901285003975
CHI3L2 -0.2426 0.845220696865603
FAM107A -0.6312 0.645639164353609
STRAP 0.1013 1.07273966356849
INSL6 -3.3438 0.0984953891700242
ADAMTS7 0.0549 1.03878709756738
ADAMTS6 -0.3665 0.775661983727288
BAZ2A 0.1315 1.09543205283268
BAZ1A 0.8572 1.81151907849781
LZTS1 -0.3632 0.777438252585194
ZNF277 0.2909 1.22340323834233
CHIT1 0.2755 1.21041351389157
WDR6 -0.7116 0.610642538927607
TREH -0.2591 0.835609036909654
SLC2A6 0.0589 1.04167122335864
MAP4K5 0.2975 1.22901285003975
MAP4K1 0.0725 1.05153728099401
INMT 0.6431 1.56168122895738
RASSF1 -0.7116 0.610642538927607
PKP3 -0.7538 0.593039456732664
NISCH -0.6312 0.645639164353609
CELF3 -0.2863 0.820002378765662
CHKA 1.2308 2.34697097474668
CEP250 2.1706 4.50210592267627
PTENP1 -0.061 0.958599438492977
WBP4 -0.2528 0.839265976011359
ABCB8 0.4876 1.40211044918369
SEC23IP -1.2404 0.42325528862743
WIF1 0.5638 1.47815750092864
SUPT16H 0.8007 1.74194611910801
ANXA10 -0.2053 0.867358306308781
ADCY6 0.1315 1.09543205283268
CHKB -0.2243 0.856010263707656
CHEK2 -0.2944 0.815411381954605
POLI 0.2765 1.21125279944664
KLK8 0.0982 1.07043708223031
MST1P2 -0.2698 0.829434521884784
CHM -0.4556 0.729206840449111
FZD10 0.2996 1.23080311494952
PROSC -0.2973 0.81377394793982
IRAK3 0.1539 1.11257300022825
AKAP13 -0.2772 0.825191004819298
AKAP11 -0.2528 0.839265976011359
AKAP10 -0.2477 0.842238073884048
AKAP2 -0.4202 0.74732101644498
DDX20 -0.2426 0.845220696865603
TREX2 -0.5108 0.701833151009861
CHML 0.4928 1.40717328616399
DUSP10 -0.2608 0.834624976725706
MRPL3 0.4022 1.32152159475376
MST1P9 0.2734 1.20865290667998
RPL35 0.6397 1.55800514757139
GALNT6 0.1315 1.09543205283268
GALNT5 -0.0242 0.983365741138405
RASSF8 0.0663 1.04702798268725
CHN1 -0.0281 0.980711023924451
PRAF2 0.2384 1.17968362467416
SEC63 0.0587 1.04152682707335
POLG2 0.2409 1.18172963283915
HPS5 0.0807 1.05753103335638
PDCD10 0.4361 1.35294200659396
RNF139 0.6926 1.61619357147806
RNF24 0.2858 1.21908608114549
CA5B 0.9123 1.88204353429073
EGLN2 0.07 1.04971668362307
EGLN3 0.8572 1.81151907849781
CHN2 0.6726 1.59394295698359
PADI2 -0.2656 0.8318527049474
BIRC8 0.0888 1.06348523231555
PMF1 0.8716 1.82969096786864
ZHX1 0.6926 1.61619357147806
GPR176 -0.3133 0.804798767020972
PRKCDBP 0.4747 1.38962922452223
NXPH4 0.1315 1.09543205283268
PRRT2 0.0196 1.01367838949737
ERI2 0.0196 1.01367838949737
NXPH3 1.7408 3.34220447564866
SAT2 -0.2853 0.820570958134384
C14orf126 0.8572 1.81151907849781
NXPH2 -0.0124 0.991441806590304
GTF3C6 0.0572 1.04044449275809
GPR45 -0.0073 0.994952805687713
PTGDR2 0.6692 1.59019093389089
PACSIN2 -0.3174 0.802514853504223
MAN1B1 0.0589 1.04167122335864
SLC6A14 -0.5108 0.701833151009861
HRH3 -0.3196 0.801292012113416
TP53TG1 0.2876 1.22060804134024
SNX18 -0.3583 0.780083249555324
DCTN3 1.1951 2.28960701916225
FILIP1L 0.0336 1.02356306914069
LINC00152 -0.1371 0.909345218608751
XPOT 0.5638 1.47815750092864
MRAP2 0.0938 1.06717738558572
CHP1 -0.3133 0.804798767020972
RWDD2A 0.0938 1.06717738558572
CMTM7 -0.8924 0.53871718769375
SP140 -0.0545 0.962928110730735
PXMP4 -1.326 0.398872619904516
DUSP12 0.6745 1.59604353031269
SNF8 1.7408 3.34220447564866
DDX19B 0.0683 1.04848047823616
NRM 0.0242 1.01691563796227
FAM71E1 0.0982 1.07043708223031
TUBA3E 0.0165 1.01150258019168
PRR4 0.1002 1.07192205218626
RDH13 0.0706 1.05015333931256
ATXN2L 0.0196 1.01367838949737
USP18 -0.2642 0.832660331646847
IL17F 0.0686 1.04869852629249
KLHL2 -0.2053 0.867358306308781
IFT43 0.2663 1.2027193213487
STX1B -0.0406 0.972250515696652
SYNRG 1.9628 3.898178083877
TREX1 -0.7116 0.610642538927607
C1orf85 0.8716 1.82969096786864
KLF12 -0.202 0.869344560090022
KLF8 0.2557 1.19391489363719
CHRM1 -0.3067 0.808488971882347
SCN11A -0.6438 0.640024927067137
KRT71 0.1315 1.09543205283268
POU6F2 0.6654 1.58600794704075
FDX1L 0.4694 1.38453353704717
HOGA1 -0.2548 0.838103312404538
MGAT4B 0.1085 1.07810672362161
CYP4F8 0.7952 1.73531792377538
PNKP 0.0982 1.07043708223031
WDR89 0.2975 1.22901285003975
L3HYPDH 0.2975 1.22901285003975
B4GALT7 0.2741 1.2092394910229
TP53RK 0.2629 1.19988820957775
CCDC101 0.0196 1.01367838949737
PHF21B -0.3174 0.802514853504223
CHRM2 0.3075 1.23756131043855
VPS26B -0.2686 0.830124713127825
GLB1L3 -0.2686 0.830124713127825
NACC1 -0.3555 0.781598714710273
CCDC104 -0.1827 0.88105256480997
MED8 -0.2742 0.826908726606597
KTI12 -0.2491 0.841421157393726
ADCY7 0.0739 1.05255819440637
LYST 0.4012 1.32060590317749
RPUSD1 0.0164 1.01143247060537
PLCD3 -0.3237 0.799018050307903
SLCO2B1 1.447 2.72640521456502
PTH2 0.0982 1.07043708223031
CHRM3 0.5055 1.4196152721146
VPS45 -0.2828 0.821994131979628
FAM54A 0.0673 1.04775397876341
LYPLA2 -0.2656 0.8318527049474
CDCA5 1.0567 2.08016792930623
CD300A -0.3027 0.810733689689507
AHNAK2 0.277 1.21167266043024
PARK7 -0.2698 0.829434521884784
RPLP0P2 0.6692 1.59019093389089
COPE -0.7217 0.606382490115563
RBPJL 0.2837 1.21731285924951
SAAL1 0.0807 1.05753103335638
IZUMO4 -0.375 0.77110541270397
SCAMP4 -0.375 0.77110541270397
ADAT3 -0.375 0.77110541270397
GPR182 0.1315 1.09543205283268
CHST14 -0.3133 0.804798767020972
ECD -0.1826 0.881113636836663
CHRM4 0.0447 1.03146866911911
MGAT4A -0.0073 0.994952805687713
CASC4 -0.3133 0.804798767020972
GPN1 -0.1491 0.901812867311169
TMC6 -0.3027 0.810733689689507
KIF12 -0.4202 0.74732101644498
LOC113230 0.2136 1.1595781066134
SLC46A1 0.2677 1.20388701393428
C12orf57 0.0617 1.04369487460716
DDX42 -0.2842 0.821196850804407
LARP4 0.1315 1.09543205283268
VSIG4 -0.4833 0.715339493878471
GLCCI1 0.6699 1.59096268655778
TMEM106A -0.3237 0.799018050307903
SLC52A3 0.2903 1.22289454502625
FKBP9 0.6431 1.56168122895738
STK38 0.0686 1.04869852629249
CHRM5 0.2588 1.19648308395786
CTRC -0.2698 0.829434521884784
PHB2 0.0617 1.04369487460716
ACOT7 -0.2698 0.829434521884784
PDAP1 0.2876 1.22060804134024
TUSC2 -0.7116 0.610642538927607
CBX3 0.6726 1.59394295698359
EXOC3 0.7078 1.63331154146674
GABARAP -0.2853 0.820570958134384
U2AF2 0.0706 1.05015333931256
OIP5 -0.3133 0.804798767020972
CHRNA1 -0.0281 0.980711023924451
EXOSC8 -0.2528 0.839265976011359
SFT2D1 -0.7191 0.607476287445565
SCRG1 -0.2182 0.859637306947195
TEX261 -0.1973 0.87218132190529
RNF13 0.4306 1.3477939920859
MGLL 0.3992 1.31877642305264
TWF2 -0.6312 0.645639164353609
C1orf212 -0.2742 0.826908726606597
GABARAPL2 0.0683 1.04848047823616
ADC -0.2687 0.830067175261516
TMEM54 -0.2687 0.830067175261516
TUBA3D 0.0287 1.02009251491695
SYNPO 0.0443 1.03118272492129
CHRNA2 -0.362 0.778085176555419
HELQ -0.2262 0.854883657637565
CMTM1 0.0683 1.04848047823616
CHRNA3 0.0549 1.03878709756738
CYP2U1 -0.2 0.870550563296124
ADPRHL1 -0.2648 0.832314109949868
MFSD3 0.6926 1.61619357147806
SDSL 0.2858 1.21908608114549
TUBA3FP -0.1836 0.880503107021491
CHRNA4 0.8138 1.75783541719898
KLHDC7B -0.2243 0.856010263707656
ODF3 -0.7538 0.593039456732664
C7orf29 0.4876 1.40211044918369
PIK3IP1 -0.3191 0.801569766891372
CHRNA5 0.0549 1.03878709756738
HENMT1 -0.2738 0.827138026173769
FAM83F -0.3174 0.802514853504223
SLC35A4 0.0277 1.01938568566298
ZNF257 -0.5938 0.662595357376743
DTX2 0.2876 1.22060804134024
CHRNA7 0.1864 1.13792068274433
ADCY8 0.6926 1.61619357147806
CHRNB1 -0.2853 0.820570958134384
ZIM3 0.0706 1.05015333931256
TOE1 -0.2966 0.81416888932779
LINC00310 -0.3074 0.808096785739032
LINC00313 -0.3366 0.79190539823384
C21orf88 -0.3366 0.79190539823384
C21orf90 -0.3366 0.79190539823384
MCM3AP-AS1 -0.3366 0.79190539823384
WBSCR22 0.2876 1.22060804134024
TRIM9 0.2975 1.22901285003975
CHRNB2 0.2316 1.17413638634978
TXNRD3 0.3992 1.31877642305264
UCN3 0.0438 1.03082540614428
SIGLEC11 0.0982 1.07043708223031
SLC2A13 0.1327 1.09634358664308
CHRNB3 -0.2889 0.818525915517589
LACTB -0.2687 0.830067175261516
PALM2 -0.4202 0.74732101644498
CHRNB4 0.0549 1.03878709756738
EFHC1 0.0686 1.04869852629249
CGB1 0.0982 1.07043708223031
CGB2 0.0982 1.07043708223031
CHRND -0.0545 0.962928110730735
CHRNE -0.3153 0.803683852007168
NLRP3 1.4144 2.66548857809924
MAL2 0.6926 1.61619357147806
SLC22A9 -0.3067 0.808488971882347
SNORD15B 1.3042 2.46946753095022
CHRNG -0.0545 0.962928110730735
TIRAP -0.2686 0.830124713127825
MIR155HG -0.3578 0.780353652662421
ERMAP -0.2742 0.826908726606597
LRRC37B 0.2744 1.20949097145208
CHUK -0.2548 0.838103312404538
CYGB -0.3027 0.810733689689507
CARD16 -0.2211 0.857911062504299
PGLYRP2 0.7952 1.73531792377538
PGLYRP3 -0.2421 0.845513678804063
PKD1L2 0.0683 1.04848047823616
BTBD9 0.0686 1.04869852629249
LMTK3 0.0982 1.07043708223031
CSMD2 -0.2687 0.830067175261516
MBD6 0.1315 1.09543205283268
XKR4 -0.5589 0.678819540494397
GPRIN1 0.2741 1.2092394910229
CSMD3 0.6926 1.61619357147806
SLC25A25 0.537 1.45095220783418
STK11IP -0.015 0.989656656415207
TUBGCP5 0.9596 1.9447706151605
KLHL32 0.0938 1.06717738558572
FMNL2 -0.0242 0.983365741138405
ELFN2 -0.3046 0.809666672698291
TMEM132B 0.2996 1.23080311494952
KIAA1908 0.5715 1.4860678632977
SLITRK1 -0.202 0.869344560090022
ESCO1 0.2519 1.1907743083189
CCDC85A -0.1827 0.88105256480997
TMEM200A 0.0673 1.04775397876341
MYSM1 -0.1821 0.881419060476053
RNF157 -0.3027 0.810733689689507
GALNT13 -0.0242 0.983365741138405
GNRHR2 -0.179 0.883315051481465
SORCS1 -1.2404 0.42325528862743
KLHL29 -0.1829 0.880930433455422
CROCCP3 -0.2698 0.829434521884784
SCAND3 0.0608 1.04304398690698
RHPN1 0.6926 1.61619357147806
LENG8 0.0888 1.06348523231555
PNMA5 -0.5108 0.701833151009861
PWWP2A 0.0427 1.03003974060605
SMYD4 -0.2974 0.813717543382913
FHAD1 -0.2698 0.829434521884784
SLAMF6 0.5932 1.50858919706084
OSBPL1A 0.5994 1.51508632877497
OSBPL5 -0.7538 0.593039456732664
OSBPL6 -0.0281 0.980711023924451
OSBPL7 -0.3036 0.810228085418009
OSBPL8 0.1539 1.11257300022825
OSBPL9 -0.2491 0.841421157393726
OSBPL10 0.0777 1.05533424423287
OSBPL11 0.3919 1.31212030219103
C1QTNF1 -0.3045 0.809722796460507
C1QTNF2 0.0427 1.03003974060605
C1QTNF3 0.684 1.60658799351407
CIDEA 0.6368 1.55487650517039
C1QTNF4 0.0447 1.03146866911911
C1QTNF5 -0.2591 0.835609036909654
C1QTNF6 -0.3046 0.809666672698291
C1QTNF7 -0.2274 0.854172881045821
FBXO32 0.6926 1.61619357147806
TMEM123 0.9737 1.96387077261749
EPB41L4A-AS1 -0.5418 0.686913336523025
C8orf40 -0.2889 0.818525915517589
GPRASP2 -0.5108 0.701833151009861
MRFAP1L1 -0.2355 0.849390571781212
TSGA13 0.3075 1.23756131043855
PTPMT1 0.0447 1.03146866911911
FLYWCH2 0.0164 1.01143247060537
WDR31 -0.4202 0.74732101644498
VASN 0.0164 1.01143247060537
ZNF618 -0.4202 0.74732101644498
ADCY9 0.0164 1.01143247060537
MB21D1 0.0281 1.01966835857352
