SYMBOL HCT15_LARGE_INTESTINE
RAET1E 0.0056
PM20D2 0.0217
SRSF12 0.0217
COX11 0.0122
C6orf141 0.016
HUS1B -0.0078
COX15 0.0178
CP -0.0108
TRIM40 0.0342
DPCR1 0.0342
CPA1 0.0024
CPA2 0.0024
WBSCR28 -0.0528
TRIM50 -0.0528
CPA3 -0.0108
OR9A2 0.0246
C7orf34 0.0246
TMEM139 0.0246
NOBOX 0.0246
OR2A14 0.0246
OR6B1 0.0246
OR2F2 0.0246
ADORA2B 0.0339
CPB1 -0.0108
ZNF786 0.0246
CPB2 -0.0125
CPD 0.0082
EMID2 0.3676
PRSS37 0.0024
KLF14 0.0024
C7orf45 0.0024
C7orf57 0.0036
CPE -0.0558
SVOPL 0.0024
MTPN 0.0024
LRGUK 0.0024
ASB10 0.6201
CLDN4 -0.0528
CLDN3 -0.0528
PRSS58 0.0024
CLDN7 -7e-04
MPLKIP 0.0036
CPM 0.021
SRCRB4D -0.0528
C7orf31 0.0049
CPN1 0.0178
ASZ1 0.0355
CPN2 -0.0139
CLDN23 -0.0108
CPOX -0.0316
ZNF572 -0.0197
CPS1 -0.0153
GOT1L1 0.0173
FAM92A1 -0.0142
CPT1A 0.0022
VPS37A 0.0363
CPT1B 0.0067
CPT2 0.0106
NDUFAF6 -0.0142
TMEM68 -0.0142
ABRA -0.0142
LYPD2 -0.0024
CR1 0.0162
NKX2-6 0.0363
TMEM71 -0.0269
SGCZ -0.893
ADHFE1 -0.0142
UBXN2B -0.0142
CR1L 0.0162
PXDNL -0.0142
AGPAT6 -0.0058
UNC5D 0.0173
LETM2 0.0173
CR2 0.0162
DCAF4L2 -0.0142
RALYL -0.0142
HGSNAT -0.0058
RNF183 0.0043
CRABP1 -0.0029
NACC2 0.038
C9orf116 0.5662
C9orf41 0.0043
CRABP2 -0.0121
C9orf57 0.0482
C9orf85 0.0482
C9orf135 0.0482
LCN8 0.038
FAM69B 0.038
CRAT -0.0305
PTRH1 -0.0305
PIP5KL1 -0.0305
TAF1L 0.0037
CREB1 0.0453
ATF2 0.0442
PTPDC1 0.0043
ANKRD19P 0.0043
CREBBP 0
ARID3C 0.0135
RPP25L 0.0135
C9orf131 0.0135
OR13C5 0.0043
ATF6B 0.1441
OR13C8 0.0043
OR13C3 0.0043
OR13C4 0.0043
OR13F1 0.0043
OR1L8 -0.0305
OR1N2 -0.0305
OR1N1 -0.0305
CREBL2 0.0489
CREM 0.0489
SLITRK4 -0.0641
SPANXN3 -0.0641
MAGEC3 0.0027
BEND2 0.0905
PASD1 0.0583
DCAF12L1 0.0027
DGKK -0.005
CRH -0.0142
MAP2K4P1 -0.005
PIH1D3 0.0183
MUM1L1 0.0183
FAM199X 0.0183
FAM123B -0.005
CRHBP 0.0045
APOOL -0.005
HDX -0.005
FUNDC1 -0.005
GPR112 0.0027
CRHR1 0.1146
PTCHD1 0.0905
SMEK3P 0.0023
MAGEB10 0.0023
DCAF8L1 0.0023
CRHR2 0.0036
VENTXP1 0.0023
OTUD6A -0.005
UPRT -0.005
MAGEE2 -0.005
CRIP1 0.0133
MAGEB16 -0.005
FOXR2 -0.005
CRIP2 0.0133
GAB3 0.0583
PNCK 0.0583
ZFP92 0.0583
ACTRT1 0.0027
GPR119 0.0027
PAGE3 -0.005
CRK -7e-04
RBMXL3 0.0602
DOCK11 0.0027
SPIN4 -0.005
CRKL 0.0221
AAMP -0.0153
ADORA3 0.0128
CRMP1 0.0193
RPS4Y2 -0.8796
CRP -0.0121
KRTAP13-1 0.0023
TCP10L 0.0023
HAPLN1 0.0045
RNF113B 0.0182
MUC17 0.0094
ASB11 0.0905
ASB5 0.0215
ASB6 -0.0305
ASB7 0.0181
ASB8 0.0318
ASB9 0.0905
PISRT1 0.0074
MYL6B 0.0318
ZNF358 -0.0266
MYO3B 0.0442
RNF32 0.0109
APOBEC3D 0.0221
S100A16 0.01
CHODL 0.0023
TCEAL2 0.0183
CRX 0.0087
SELM 0.0221
NEK7 0.0031
ZFP28 -0.0173
ACTRT2 0.0039
GATA5 -0.0015
MLLT10P1 0.0099
SLC32A1 0.0099
C20orf96 0.0988
BPIFA2 0.0099
ZBTB46 -0.0015
WFDC3 0.0099
GCNT7 -0.0015
C20orf112 0.0099
CBLN4 -0.0015
CTCFL -0.0015
TRIM69 0.0386
C20orf132 0.0099
CRY1 0.0133
SAMD10 -0.0015
ABHD16B -0.0015
C20orf160 0.0099
BRI3BP -0.0847
SOGA1 0.0099
C20orf118 0.0099
RIMS4 0.0099
SUN5 0.0099
MACROD2 -4.6093
DYNLL2 0.0122
TMEM37 0.034
UBE2F 0.0274
ADAMTS14 -0.002
NRSN1 0.0072
SMCR5 0.0196
SMCR8 0.0196
SMCR9 0.0196
CRY2 -0.0167
RPL10L 0.0054
TRPM6 0.0043
KRT72 0.0318
SRXN1 0.0988
ROMO1 0.0099
NEURL2 0.0099
LINC00261 0.0307
ZSWIM3 0.0099
WFDC10A 0.0099
BANF2 0.0307
NANP 0.0099
LINC00266-1 -0.0015
DEFB127 0.0988
C20orf79 0.0307
ISM1 0.0194
WFDC6 0.0099
C20orf173 0.0099
LINC00028 0.0099
FAM65C -0.0015
CST11 0.0307
DEFB129 0.0988
ZNF280B 0.0221
SIRPA 0.0194
PABPC5 -0.0497
SREK1 0.0379
C20orf151 -0.0015
C20orf152 0.0099
CRYAA 0.0149
STK35 0.0194
R3HDML 0.0099
C5orf20 -0.0159
ADPRH -0.0289
CRYAB -0.0236
CRYBA1 0.0082
CRYBA2 -0.0153
CRYBA4 0.0221
CRYBB1 0.0221
CRYBB2 0.0221
CRYBB2P1 0.0221
CRYBB3 0.0221
CRYGA 0.0453
CRYGB 0.0453
PARP1 0.0162
CRYGC 0.0453
CRYGD 0.0453
MIB2 0.1105
DUSP19 -0.0116
SLC34A3 0.038
ITLN2 -0.0121
RAB40A 0.0183
ASB15 0.0355
ASB14 -0.0179
ASB12 -0.005
CRYGS -0.0139
CRYM 0
C10orf129 0.0178
SAMD8 -0.002
CRYZ -0.0143
LIPJ 0.0178
CFL1P1 0.0178
TRUB1 0.0178
PARP4 -7e-04
MPP7 0.009
CS 0.0318
FRMPD2 -0.009
VTI1A 0.0178
MAPK14 -0.002
DYDC1 -0.002
EIF5AL1 -0.002
HECTD2 0.0178
FGFBP3 0.0178
C10orf82 0.0178
CACUL1 0.0178
CSE1L -0.0015
SYT9 0.0091
LDLRAD3 -0.0167
PSMA8 0.0218
OR52B4 0.0492
CSF1 0.0128
C11orf40 0.0492
OR52I2 0.0492
OR51E1 0.0492
XRRA1 0.0022
CSF1R -0.0159
UBQLNL -0.0609
MUC15 -0.0167
LOC143666 0.0492
C11orf94 -0.0167
FAM76B -0.0094
SESN3 -0.0094
PIWIL4 -0.0094
CSF2 -0.0159
CSF2RA 0.0905
ARHGAP42 -0.0094
KBTBD3 -0.0066
CWF19L2 1.5391
KDELC2 -0.0236
CSF2RB 0.0221
LAYN -0.0236
TTC36 -0.0236
CSF3 0.0082
C11orf84 0.0252
CSF3R 0.0115
PLEKHA7 0.0275
SPTY2D1 0.0275
TMEM86A 0.0275
OR10A5 0.0091
OR2AG1 0.0091
DNHD1 0.0091
PRICKLE1 -0.0046
AMDHD1 -0.004
SLC2A14 0.0173
CSH1 0.0122
BCDIN3D 0.0318
ALG10B -0.0046
CSH2 0.0122
GLIPR1L2 -0.004
FAM101A -0.0847
ZNF664 -0.0847
LINC00477 -0.0277
LYRM5 -0.0277
CSHL1 0.0122
CPNE8 -0.0046
TMEM120B 0.029
WDR66 0.029
GLT1D1 -0.0847
TSPAN19 -0.004
BEST3 0.021
E2F7 -0.004
SOCS2-AS1 -0.004
LOC144486 -0.004
CSK -0.0018
KRT80 0.0318
A2ML1 -0.0999
A2M-AS1 -0.0999
C12orf66 0.021
CSN1S1 0.0014
C12orf60 0.0489
FBXL14 0.0173
CSN2 0.0014
RAD9B 0.029
FAM109A 0.029
LOC144742 0.029
LINC00410 0.0182
CSN3 0.0014
FAM216B -0.0125
LACC1 -0.0125
LINC00330 -0.0125
LINC00343 -0.0114
HNRNPA1L2 -0.0125
ST13P4 -0.0125
B3GALTL 0.0052
CSNK1A1 -0.0159
LINC00239 -0.0293
LINC00637 0.0133
RDH12 -0.0047
ADAM21P1 -0.0047
GSC -0.0293
SERPINA12 -0.0293
PRIMA1 -0.0293
MIPOL1 0.0054
CSNK1D 0.0355
PPP1R36 -0.0047
SLC38A6 0.0054
CSNK1E 0.0221
C14orf37 0.0054
FRMD6-AS1 0.0054
ABHD12B 0.0054
LOC145474 -0.0047
PTGR2 -0.0293
FAM161B -0.0293
C14orf166B -0.0293
CSNK1G2 -0.0266
ISM2 -0.0293
CEP128 -0.0293
MDP1 0.0529
TTC7B -0.0293
LRFN5 0.0054
CSNK1G3 -0.0159
PAR1 -0.0148
C15orf43 0.0386
LOC145663 -0.0082
CSNK2A1 0.0988
C2CD4A 0.0219
LYSMD4 0.0181
FAM81A 0.0219
GCOM1 0.0219
LOC145783 0.0219
FLJ27352 0.0219
PGPEP1L 0.0181
LOC145820 0.0181
LOC145837 0.0219
LOC145845 -0.0079
C15orf61 0.0219
C15orf32 0.0047
HAPLN3 0.0047
MESP2 0.0047
CSNK2A2 -0.008
TMCO5A -0.0079
SPATA8 0.0181
NRG4 -0.0018
LINC00052 0.0047
ADRA1D 0.0194
CSNK2B 0.1441
ZSCAN29 0.0386
TTBK2 0.0386
CDAN1 0.0386
SLC38A8 0.0217
VWA3A 0
OTOA 0
ZFP90 -0.008
VCAN 0.0045
RLTPR -0.008
KCTD19 -0.008
CMTM4 -0.008
CMTM2 -0.008
BEAN1 -0.008
TEKT5 0
NCAN -0.0266
RNF151 0
C16orf11 0
FBXL16 0
SSTR5-AS1 0
C16orf92 0
GSG1L 0
CSPG4 -0.0018
SLC22A31 0.0217
IL34 -0.008
ZNF597 0
CCDC64B 0
TMED6 -0.008
LOC146481 0.7951
CSRP1 0.0031
FLJ30679 0.0217
LOC146513 0.0217
ZNF785 0
ZNF688 0
PRSS36 0
C16orf89 0
C16orf71 0
CSRP2 -0.004
MGAT5B 0.0122
TOM1L2 0.0196
ENTHD2 0.0355
B3GNTL1 0.0355
RBFOX3 0.0122
CD300LF 0.0122
C17orf77 0.0122
DNAH2 -7e-04
RTN4RL1 -7e-04
TCAM1P 0.0122
EFCAB3 0.0122
SLC25A10 0.0355
SLC47A2 0.0385
CDRT15 -7e-04
WDR16 -7e-04
CCDC42 -7e-04
PIK3R6 -7e-04
ODF4 -7e-04
C17orf50 0.0082
SLFN13 0.0082
SLC35G3 0.0082
UNC45B 0.0082
LOC146880 0.0122
CD300LG 0.014
CST1 0.0099
KIF18B 0.014
RUNDC1 0.014
EME1 0.0445
ADRA1B -0.0345
CST2 0.0099
TMEM199 0.0082
PROCA1 0.0082
DHRS13 0.0082
KCTD11 -7e-04
C17orf69 0.1146
LOC147093 0.0082
CST3 0.0099
NOTUM 0.0355
TMC8 0.0122
TRIM16L 0.0385
LRRC37BP1 0.0082
WIPF2 0.0082
KRT25 0.0082
TMEM99 0.0082
CST4 0.0099
CST5 0.0099
STARD6 -0.0178
C18orf25 0.0218
CCBE1 -0.0178
CBLN2 0.0036
CST6 0.0252
SLC25A52 0.0218
DSG4 0.0218
CHST9-AS1 0.0218
ANKRD29 0.0218
APCDD1 0.0286
CSTA -0.0289
LINC00526 0.0152
CSTB 0.0149
VSIG10L 0.0087
LOC147646 0.0087
LINC00085 0.3501
ZNF480 0.0224
ZNF534 0.0224
ZNF578 0.0224
ERVV-1 0.0224
LOC147670 -0.0173
C19orf18 -0.0173
ZNF418 -0.0173
ZNF417 -0.0173
ZNF548 -0.0173
PPM1N -0.0159
CSTF1 -0.0015
KLC3 -0.0159
IGSF23 -0.0159
LYPD4 -0.0266
ILF3-AS1 -0.0266
ZNF560 -0.0266
TMEM190 -0.0173
HIPK4 -0.0266
TMC4 0.0224
CSTF2 0.0183
TPM3P9 0.0224
ZNF524 -0.0173
ZNF784 -0.0173
ZNF563 -0.0266
SPC24 -0.0266
CCDC155 0.0087
CSTF3 -0.0167
DACT3 -0.0159
SIX5 -0.0159
IGFL2 -0.0159
ZNF420 -0.0266
ZNF565 -0.0266
NLRP4 -0.0173
ZNF542 -0.0173
ZNF582 -0.0173
ZNF583 -0.0173
FAM98C -0.0266
CAPN12 -0.0266
DPY19L3 -0.0266
ADRA1A 0.0363
LGALS16 -0.0266
TTC9B -0.0266
TICAM1 -0.0266
CIRBP-AS1 -0.0266
ZNRF4 -0.0266
ZNF599 -0.0266
FAM187B -0.0266
CILP2 -0.0266
C19orf55 -0.0266
LOC148145 -0.0266
ZNF558 -0.0266
CDC42EP5 0.0224
LINC00662 -0.0266
ZNF98 -0.0266
NKX2-5 -0.0345
ZNF738 -0.0266
ZNF714 -0.0266
ZNF681 -0.0266
C19orf25 -0.0266
ATP8B3 -0.0266
FLJ25328 -0.0266
DIRAS1 -0.0266
ZNF555 -0.0266
ZNF569 -0.0266
ZNF570 -0.0266
SYT6 0.0288
C1orf74 0.0162
CREB3L4 0.01
C1orf127 0.009
BROX 0.0162
SAMD11 0.1105
LOC148413 0.1105
SAMD13 0.022
C1orf52 0.0613
PHF13 0.0119
C1orf51 0.0288
TMEM56 0.0613
NBPF4 0.0666
UBE2U 0.0177
CTBS 0.022
SLC35F3 0.0162
LOC148696 0.0162
CTBP1 0.0193
LOC148709 0.0162
PTPRVP 0.4798
HFE2 0.0288
ANKRD35 0.0288
FAM163A -0.0018
B3GALNT2 0.0162
CTBP2 0.0163
MFSD4 0.0162
PM20D1 0.0162
GCSAML 0.0298
GCSAML-AS1 0.0298
SLC30A7 -0.0155
CCDC27 0.0039
C1orf213 0.0115
CTF1 0
KNCN 0.0518
MOB3C 0.0518
GLIS1 0.0106
CTGF 0.0056
LELP1 0.01
RC3H1 -0.0116
MGC27382 -0.0143
DCDC2B 0.0115
ZNF362 0.0115
LOC149086 0.0115
DCST1 0.01
CTH 0.0177
CNIH3 0.0162
LOC149134 0.0298
MANEAL 0.0115
IL23R 0.0177
METTL11B -0.0116
FAM78B -0.0121
CTLA4 0.0362
SHISA4 0.0031
EXOC8 0.0162
LOC149373 0.0162
PDIK1L 0.0115
BNIPL 0.0288
CLDN19 0.0115
WDR65 0.0115
C1orf210 0.0115
CCDC24 0.0115
BTBD19 0.0115
CCDC17 0.0115
LRRC71 -0.0121
CTNNA1 -0.0159
C1orf64 0.0115
CTNNA2 -0.006
RNF187 0.0162
RP11-165H20.1 0.0128
PYHIN1 -0.0121
C1orf227 0.0162
FAM71A 0.0162
ADIG 0.0099
GTSF1L 0.0099
CTNS -7e-04
WFDC5 0.0099
APCDD1L-AS1 -0.0015
GNAS-AS1 -0.0015
PRNT 0.0194
LINC00654 0.0194
C20orf196 0.0194
CTNNB1 0.0256
NCOR1P1 0.0099
LOC149950 0.0099
COMMD7 0.0099
BPIFB4 0.0099
LSM14B -0.0015
ANKRD30BP2 0.7697
LIPI 0.0023
AANAT 0.0122
ADRA2A 0.0178
CTNND1 0.0252
ABCC13 0.0023
LCA5L 0.0593
IGSF5 0.0149
SIK1 0.0149
CTNND2 -0.041
LINC00479 0.0149
ZNF295-AS1 0.0149
C21orf128 0.0149
SLC9B1 0.0014
CCT8L2 0.0221
XKR3 0.0221
LOC150185 0.0221
LOC150197 0.0221
AIFM3 0.0221
YDJC 0.0221
ZDHHC8P1 0.0221
C22orf15 0.0221
HSCB 0.0221
CCDC117 0.0221
HORMAD2 0.0221
DUSP18 0.0221
MORC2-AS1 0.0221
C22orf42 0.0221
CTPS1 0.0115
ENTHD1 0.0221
DNAJB7 0.0221
CHADL 0.0221
MEI1 0.0221
FAM109B 0.0221
NFAM1 0.0221
PNPLA5 -0.0035
LOC150381 0.0067
CDPF1 0.0067
CN5H6.4 0.0067
CTRB1 0.0159
TTL -0.0024
CKAP2L -0.0024
CBWD2 -0.0024
TEKT4 0.0033
SATB2-AS1 0.0362
LOC150568 0.0142
SMYD1 -0.0146
C2orf15 0.0504
CTRL -0.008
LOC150622 -0.0313
OTOS 0.0274
MYEOV2 0.0274
OR6B3 0.0274
COMMD1 -0.006
PROM2 0.0033
ANKAR 0.0362
FBXO41 -0.006
TTC30B -0.0116
GPAT2 0.0033
ITPRIPL1 0.0033
LOC150776 -0.0345
WTH3DI -0.0345
CTSB -0.0108
FAM117B 0.0362
CTSD 0.0492
TCF23 0.0126
LOC150935 0.0274
FAM59B 0.0126
PUS10 -0.006
PKI55 -0.0153
LINC00309 -0.006
ADRA2B 0.0033
CTSE 0.0162
LOC151009 1.4209
SEPT10 0.0142
KANSL1L -0.0153
PLB1 0.0126
CTSG 0.0529
ZSWIM2 0.0362
ZNF385B -0.0116
LOC151171 0.0274
LOC151174 0.0274
ARL6IP6 0.023
METTL21A 0.0453
CCNYL1 0.0453
CTSH -0.0029
KLHL23 0.0442
SULT1C2P1 0.0142
PPP1R1C -0.0116
SGOL2 0.0362
ALS2CR11 0.0362
SLC38A11 0.0442
CCDC140 -0.0153
SLC23A3 -0.0153
CTSK 0.0288
LINC00608 -0.0153
GPBAR1 -0.0153
FAHD2B 0.0033
MYADML -0.0334
FAM84A 0.0067
FAM82A1 0.0288
CTSL1 0.0043
GDF7 0.0067
SLC16A14 0.0274
LOC151475 0.0274
LINC00471 0.0274
LOC151484 0.0274
CTSL2 0.0043
MSL3P1 0.0274
ASPRV1 -0.006
WDSUB1 0.023
UPP2 0.023
LBX2-AS1 -0.006
GPR155 0.0442
TTC14 -0.0139
DTX3L -0.0289
FAM19A4 0.0171
SGOL1 -0.0041
PP2D1 -0.0041
EFHB -0.0041
LINC00635 -0.0289
CTSL1P2 -0.009
PPM1L 0.0031
WDR49 -0.0139
CTSL1P8 0.0043
LRRC34 -0.0139
CPNE9 -0.0118
DPPA2 -0.0289
CCDC80 -0.0289
BTLA -0.0289
CTSO -0.0197
CCDC12 -0.0124
MB21D2 -0.0139
PPP4R2 0.0171
ADRA2C 0.0193
CTSS 0.0288
XXYLT1 -0.0139
RNF38 0.0135
GLIPR2 0.0135
ROPN1B 0.099
LOC152024 -0.0041
C3orf22 0.0425
C3orf55 0.0091
ZCWPW2 0.0489
CTSW 0.0252
CMC1 0.0489
NEK10 0.0489
C3orf79 -0.0108
CCDC50 -0.0139
PYDC2 -0.0139
SPICE1 -0.0289
CMTM8 0.0489
NUDT16P1 -0.0507
CTSZ -0.0015
CCDC13 0.0256
LOC152217 -0.0139
LOC152225 -0.0289
FGD5 0.0268
CUX1 -0.0195
CIDECP -0.0118
CNTN4 -0.1173
CX3CR1 0.0256
IGSF11 -0.0289
C3orf30 -0.0289
ZNF827 -0.0116
CXADR 0.0023
SH3D19 -0.0197
NFXL1 -0.0238
NIPAL1 -0.0238
PAQR3 0.0014
SHISA3 -0.0238
LOC152578 0.0324
SCFD2 0.0158
WWC2-AS2 0.0215
ZNF595 -0.4112
TEX28 0.0583
LOC152742 -0.0153
FAM218A -0.0558
JAKMIP1 0.0193
CYB5A 0.0036
THAP6 0.0014
C4orf26 0.0014
KLB -0.0238
FAM53A 0.0193
PPM1K 0.0014
C4orf45 0.5457
TRMT44 0.0193
ADRB1 0.0178
RASGEF1B 0.0014
DAB2IP -0.0305
SLC38A9 -0.0043
MGC32805 -0.0159
SLC36A2 -0.0159
SPINK13 -0.0159
CREBRF -0.0345
CEP120 -0.0159
SLC25A48 -0.0159
TMEM167A 0.0045
MBLAC2 0.0045
TMEM161B 0.0045
CYB561 0.0122
SRFBP1 -0.0159
JAKMIP2-AS1 -0.0159
PLEKHG4B 0.1091
CYBA 0.0217
ZMAT2 -0.0159
MARVELD2 0.0379
C5orf38 -0.041
IRX2 -0.041
BTNL9 -0.0061
CYBB -0.005
ARSK 0.0045
FAM81B 0.0045
TTC23L -0.0043
LOC153684 -0.0043
CYC1 -0.0024
CCDC112 -0.0159
PPP1R2P3 -0.0345
FAM71B -0.0345
PRELID2 -0.0159
SH3RF2 -0.0159
PLAC8L1 -0.0159
CYLC1 -0.005
RNF145 -0.0345
CYLC2 0.0043
LOC153910 0.0056
ZC2HC1B 0.0056
ADRB2 -0.0159
CYLD -0.008
SNRNP48 -0.0078
CNKSR3 -0.0364
RAET1L 0.0056
SAMD3 0.0056
MGC34034 0.0056
SLC2A12 0.0056
LOC154092 0.0056
MBOAT1 0.0072
HDGFL1 0.0072
PNLDC1 -0.0284
RNF217 0.0076
NKAIN2 0.0076
KHDC3L -0.014
CYP1A1 -0.0018
C6orf165 0.0217
C6orf195 -0.0078
CYP1A2 -0.0018
BVES-AS1 -0.0479
LOC154449 -0.0284
CCDC167 -0.002
CYP1B1 0.0288
RUNDC3B 0.0103
ABCA13 0.0036
C7orf60 0.0355
PRSS3P2 -2.9125
LOC154761 0.0246
CLEC2L 0.0024
C7orf55 0.0024
AMOT -0.0307
CYP2A6 -0.0266
VKORC1L1 -0.0953
AMOTL1 -0.0094
LOC154822 0.0109
FEZF1-AS1 0.0355
IQUB 0.0355
LOC154872 0.0355
KCTD7 -0.0953
CYP2A7 -0.0266
C7orf66 0.0065
ADRB3 0.0173
TMEM213 0.0024
GIMAP8 0.0246
CRYGN 0.0109
ZNF425 0.0246
LOC155060 0.0246
ZNF746 0.0246
ATP6V0E2 0.0246
CYP3A7 0.0094
SLC2A7 0.0119
AMZ1 0.0049
CYP2A13 -0.0266
WBSCR27 -0.0528
SBDSP1 -0.0528
VPS37D -0.0528
NSUN5P1 -0.0528
RBM33 0.0109
AGR3 0.0049
CYP2B6 -0.0266
CYP2B7P1 -0.0266
CYP2C19 0.0178
CYP2C8 0.0178
CYP2C9 0.0178
ADRBK1 -3e-04
CYP2C18 0.0178
CYP2D7P1 0.0221
CYP2D6 0.0221
ADRBK2 0.0221
CYP2E1 0.0163
CYP2F1 -0.0266
MGC27345 0.0024
LOC157273 -0.0108
SGK223 -0.0108
CYP2J2 0.0154
PEBP4 0.0363
CDCA2 0.0363
TMEM65 -0.0088
LOC157381 -0.0197
RDH10 -0.0142
C8orf56 -0.0142
ANKRD46 -0.0142
ESCO2 0.0173
FBXO16 0.0173
CYP3A4 0.0094
LINC00599 -0.0108
FAM84B -0.0197
C8orf37 -0.0142
VPS13B -0.0142
C8orf42 0.0459
ERICH1 -0.0029
CYP3A5 0.0094
SLC7A13 -0.0142
TDH -0.0108
TMEM74 -0.0142
FAM91A1 -0.0088
C8orf48 0.0358
MCMDC2 -0.0142
CLVS1 -0.0142
NKX6-3 -0.0058
KCNU1 0.0173
SBSPON -0.0142
CYP4A11 0.0518
CAMSAP1 0.038
C9orf62 0.7483
C9orf66 0.0085
ADSL 0.0221
CYP4B1 0.0518
LINC00032 -0.0117
LINGO2 2.0164
NXNL2 0.0043
C9orf163 0.038
MAMDC4 0.038
LCN6 0.038
AK8 -0.0067
CYP7A1 -0.0142
OR1Q1 -0.0305
TTLL11 -0.0305
RASEF 0.0043
HSD17B7P2 -0.0191
CYP8B1 0.0256
TTC39B -0.0228
FAM201A 0.0135
TRMT10B 0.0135
TTC16 -0.0305
MIRLET7DHG 0.0043
FAM120AOS 0.0043
FAM154A -0.0228
CYP11A1 -0.0018
LINC00475 0.0043
FREM1 -0.0228
KIAA2026 -0.0228
LOC158376 0.0135
ATP8B5P 0.0135
ZNF483 0.0043
CYP11B1 -0.0024
C9orf84 0.0043
KIAA1958 0.0043
TSTD2 0.0043
ZNF782 0.0043
LOC158434 0.0043
LOC158435 0.0043
PRUNE2 0.0043
CYP11B2 -0.0024
ZNF645 0.0905
CSAG1 0.0583
FMR1NB -0.0324
LOC158572 -0.005
FAAH2 -0.005
ZXDB -0.005
CYP17A1 0.0178
LOC158696 0.0027
ADAM3A 2.3765
FAM47A -0.005
MOSPD2 0.0905
ARHGAP36 0.0027
RIBC1 -0.005
AKAP14 0.0027
CYP19A1 4e-04
RHOXF1 0.0027
NKAPP1 0.0027
MAGEB6 0.0023
CXorf65 -0.005
AWAT1 -0.005
AWAT2 -0.005
ZDHHC15 -0.005
USP51 -0.005
CYP21A2 0.1441
TCEAL6 0.0183
H2BFWT 0.0183
ADSS 0.0298
CYP21A1P 0.1441
CXorf38 -0.005
FAM122B 0.0027
FAM122C 0.0027
CYP24A1 -0.0015
RBMY2EP -0.8796
RBMY2FP -0.8796
USP54 -0.002
CYP26A1 0.0178
NKX2-3 0.0178
CYP27A1 -0.0153
SLC35G1 0.0178
CYP27B1 0.0318
CYP51A1 0.0517
CCDC147 0.0178
SLC5A12 -0.0167
CCDC67 -0.0094
AARS -0.008
AP2A1 0.0087
DAB1 0.0154
PATE1 -0.0236
DAB2 -0.0043
C11orf65 -0.0236
DACH1 -0.0067
LDHAL6A 0.0275
C11orf42 0.0091
DAD1 0.0529
KRT19P2 -0.004
TMTC2 -0.004
CLEC12A 0.0489
CLECL1 0.0489
CD55 0.0162
TMTC3 -0.004
C12orf50 -0.004
ALDH1L2 0.0133
IFLTD1 -0.0277
DAG1 -0.0124
DENND5B -0.0037
DGKA 0.0318
GRASP 0.0318
DGKB 0.0049
SLC5A8 -0.0335
PPTC7 0.029
CCDC63 0.029
CCDC60 0.029
DGKG -0.0139
DGKH -0.0125
CCDC122 -0.0125
GPR180 0.0182
DGKQ 0.0193
AP2A2 0.0492
DAO 0.0133
STOML3 -0.0125
DAP -0.041
FAM71D -0.0047
TMEM229B -0.0047
SYNE3 -0.0293
CLEC14A 0.0054
DAPK1 0.0043
FITM1 0.0529
REM2 0.0529
TMEM30B 0.0054
DAPK3 -0.0266
MDGA2 0.0054
SAMD15 -0.0293
NOP9 0.0529
EML5 -0.0293
STRC 0.0386
DARS -0.0345
C15orf26 -0.0029
TBC1D21 -0.0018
DYX1C1 0.0219
DAXX -0.002
CSNK1A1P1 -0.0079
DAZ1 -0.8796
OTUD7A -0.0053
SPRED1 -0.0079
ODF3L1 -0.0018
PGBD4 -0.0053
DAZL -0.0041
ADAL 0.0386
EXD1 0.0386
FSIP1 -0.0079
ZFPM1 0.0217
ADAD2 0.0217
AP1B1 0.0221
DBC1 -0.0305
ITPRIPL2 0
C16orf82 0
DBH -0.0067
DBI 0.034
ZFP1 0.0159
ANKFN1 0.0122
MARCH10 0.0122
MFSD6L -7e-04
SLFN5 0.0082
NAGS 0.014
FAM134C 0.0082
TMEM92 0.0445
PHOSPHO1 0.0209
RHBDL3 0.0082
TRPV3 -7e-04
SLC16A11 -7e-04
FBXO39 -7e-04
SPPL2C 0.1146
KRT28 0.0082
USP32P1 0.0196
ZNF519 0.0286
C18orf54 -0.0178
TCEB3C 0.0322
DBN1 -0.0345
DBP 0.0087
DBT -0.0155
ZNF836 0.0224
ZNF610 0.0224
ZNF600 0.0224
ZNF320 0.0224
ZNF497 -0.0173
ZNF550 -0.0173
ZNF296 -0.0159
DEDD2 -0.0266
ZNF846 -0.0266
OR7D2 -0.0266
AP2B1 0.0082
DCC 0.0322
ZNF579 -0.0173
ZNF791 -0.0266
ZNF564 -0.0266
ZNF709 -0.0266
ZNF433 -0.0266
ZNF114 0.0087
ZNF567 -0.0266
ZNF383 -0.0266
ZNF781 -0.0266
EID2 -0.0266
ZNF780B -0.0266
PRR22 -0.0266
LGI4 -0.0266
SYNE4 -0.0266
ECI1 0
ZNF676 -0.0266
ZNF100 -0.0266
ZNF540 -0.0266
DENND2C 0.0288
DCK 0.0014
GBP6 0.0613
DCN -0.004
LPPR5 -0.0155
FNDC7 0.0666
DENND1B 0.0031
DCTD 0.0215
TDRD5 -0.0018
TOR1AIP2 -0.0018
ACE 0.0122
CALML6 0.1105
IL28RA 0.0115
CYP4Z2P 0.0518
CITED4 0.0115
SLC25A3P1 0.0106
C1orf177 0.0106
SPRR4 0.01
KANK4 0.0177
SASS6 -0.0155
DCT 0.0182
SDE2 0.0162
CNST 0.0298
