SYMBOL BT474_BREAST
RFFL 0.2744
AP3S1 -0.5373
ZNF354B 0.1085
CLC 0.0725
TRIM6 0.4581
CLCA1 -0.1961
ADD1 -0.2719
CLCN1 0.4968
CLCN2 0.4266
CLCN3 -0.2053
CLCN4 0.8738
CLCN5 0.2384
LINC00161 -0.282
UBE2J2 -0.2698
GDEP -0.2262
LOH12CR1 0.1013
OLFM3 -0.2384
ANTXR2 -0.2262
MUCL1 0.1315
RPL29P2 -0.2853
RPL23AP7 -0.0237
GPR62 -0.6312
EXOSC6 0.0683
C10orf71 0.0211
PRAP1 -1.3449
ZNF511 -1.3449
CHCHD1 -0.1826
MSS51 -0.1826
TTC18 -0.1826
CLCN6 -0.2698
CLCN7 0.0164
C10orf90 -1.3218
BTBD16 -1.2404
FAM24A -1.3218
PSTK -1.3218
CLCNKA -0.2698
ZNF488 0.1084
PIK3AP1 -0.2548
CLCNKB -0.2698
MORN4 -0.2548
ZFYVE27 -0.2548
MMP21 -1.3218
COMTD1 -0.1826
FRA10AC1 -0.2208
ANKRD22 -0.2208
SFXN2 -0.2548
PDZD8 -1.2404
ADD2 -0.1973
AGAP4 -1.8924
C10orf32 -0.2548
CLU -0.362
LYZL2 0.0593
CLIC1 0.0242
CLIC2 -0.5108
NUDT9P1 -0.2208
AGAP11 -0.2208
GSTO2 -0.2548
SFR1 -0.2548
CALHM3 -0.2548
CTAGE7P -1.3218
CLRN3 -1.3218
CLK1 -0.0581
ANAPC16 -0.1826
PNLIPRP3 -1.2404
SFXN4 -1.2404
CPXM2 -1.3218
CLK2 0.2316
OR52E2 0.4581
OR52J3 0.4581
OR51L1 0.4581
OR51A7 0.4788
OR51S1 0.4788
OR51F2 0.4788
OR52R1 0.4788
CLK2P 0.6699
C11orf74 0.0447
OR4C46 0.4384
OR4X2 0.0447
OR4B1 0.0447
OR52M1 -0.7348
OR52K2 -0.7348
CLK3 0.0211
SERPINA3 0.277
ADD3 -1.2404
TPP1 0.4747
OR5P2 0.4747
OR5P3 0.4747
GYLTL1B 0.0447
CLN3 0.0196
SLC36A4 -0.1907
FAT3 -0.1907
TRIM64 -0.1907
TMEM45B -0.2686
CYP2R1 0.0807
DBX1 0.0703
CLN5 -0.202
C11orf93 -0.2591
PIH1D2 -0.2591
NXPE1 -0.2591
NXPE2 -0.2591
AMICA1 -0.2591
DNAJC24 -1.5319
ARL14EP 0.0703
OR8I2 0.3267
CLNS1A -0.2207
OR2D3 0.4747
OR2D2 0.4747
OR52W1 0.4747
OR56A4 0.4747
OR56A1 0.4747
CLPS 0.0686
TRIM51GP 0.0564
DEPDC4 -0.2352
LRRK2 0.1327
CLPTM1 0.0719
CCDC38 -0.2641
TMEM52B 0.1002
FAM186A 0.1315
C12orf45 -0.2619
CLTA -0.7127
OR2AP1 0.1315
OR10P1 0.1315
CLTB 0.2741
SDR9C7 0.1315
LRIG3 0.1315
TMEM132D 0.2996
SLC15A4 0.2996
RHEBL1 0.1315
C12orf54 0.1315
ZNF641 0.1315
OR10AD1 0.1327
TPH2 0.1539
CLTC 1.8957
SP7 0.1315
GTSF1 0.1315
OR10A7 0.1315
KRT74 0.1315
NEDD1 -0.2641
SLC9A7P1 0.3207
IKBIP 0.3333
CMA1 0.823
HIST4H4 0.1013
ERP27 0.1013
FGD4 0.1082
AEBP2 0.1465
ASCL4 -0.2619
BTBD11 -0.2619
SPIC -0.2352
ANO4 -0.2352
ALKBH2 -0.2619
FOXN4 -0.2619
SPPL3 0.2996
TEX29 -0.2418
LINC00284 -0.2528
METTL21CP1 -0.2248
CSNK1A1L -0.2528
RXFP2 -0.2528
TEX26 -0.2528
SLAIN1 -0.202
PRR20A -0.183
SPACA7 -0.2418
TDRD9 0.277
ANKRD9 0.277
AK7 0.277
IFI27L1 0.277
C14orf28 0.2975
TRAPPC6B 0.8717
C14orf79 0.277
PLD4 0.277
ADSSL1 0.277
RNASE11 0.8134
TPPP2 0.8007
RNASE8 0.8007
MRPL52 0.8007
PSMB11 0.8007
OR4K14 0.8134
OR4L1 0.8134
OR11H6 0.8134
LRR1 0.2975
KLHDC1 0.2975
FRMD6 0.2975
SOCS4 0.2975
NAA30 0.2975
GPHB5 0.2975
NOXRED1 0.2663
JDP2 0.2663
ISCA2 0.2663
ACOT4 0.2663
PLIN2 -1.2933
CCR1 -0.6438
TTC8 0.8044
TC2N 0.277
SLC24A4 0.277
SLC25A29 0.277
DEGS2 0.277
KLHL33 0.8134
LEO1 -0.257
CCR3 -0.6438
C15orf40 0.0705
SENP8 0.3352
MTFMT -0.2687
SLC51B -0.2687
TARSL2 -0.2857
CCR4 -2.3495
HIGD2B 0.3352
LRRC28 -0.2857
CCR5 -0.6438
CCR6 -0.7191
C15orf27 0.0211
CCR7 -0.2824
NIPA1 0.9596
AGBL1 -0.252
AGPHD1 0.0549
CCR8 -0.6438
WHAMM 0.0705
FSD2 0.0705
PLA2G4E -0.3133
C16orf46 0.0683
CCBP2 -0.6438
NTAN1 0.0196
FOPNL 0.0196
DNAAF1 0.0683
ACSM2A 0.0196
DCUN1D3 0.0196
NRN1L 0.0683
CMTM3 0.0683
C16orf78 0.0739
ADH1A -0.2
CMKLR1 -0.2619
SPATA2L 0.0683
C16orf55 0.0683
NOXO1 0.0164
CCDC78 0.0164
LTB4R 0.823
ANKRD26P1 0.0739
IQCK 0.0196
ZG16B 0.0164
PRSS30P 0.0164
PAQR4 0.0164
ZC3H18 0.0683
GPR139 0.0196
CDYL2 0.0683
ABCC2 -0.2548
ANKS3 0.0164
FAM100A 0.0164
SEPT12 0.0164
ZNF720 -0.0406
TMEM219 0.0196
EARS2 0.0196
SNX20 0.0739
TMEM170A 0.0683
METTL23 -0.3027
HSF5 1.0358
OR4D2 0.9983
MSI2 0.4075
SLC38A10 -0.3045
CANT1 -0.3045
USH1G -0.3027
CD300LB -0.3027
KIF19 -0.3027
ZPBP2 2.5078
CYB5D1 -0.2853
OVCA2 -0.2974
USP43 -0.2853
KRBA2 -0.2853
C17orf64 1.9843
TEX34 -0.3237
HEXIM2 -0.3237
LSM12 -0.3237
CCDC43 -0.3237
CNTD1 -0.2998
TMEM132E 0.2744
WFIKKN2 1.7408
FLJ40194 1.7408
B4GALNT2 1.7408
SPACA3 0.2744
SGK494 0.2744
SEZ6 0.2744
ANKRD13B 0.2744
SLC43A2 -0.2974
CYB5D2 -0.3153
C17orf49 -0.2853
ZFP3 -0.3153
GGT6 -0.3153
SPNS2 -0.3153
EFCAB13 -0.3036
MRPL10 -0.3036
WDR81 -0.2974
ADH1B -0.2
TBC1D16 -0.3045
AFMID -0.3027
GJD3 -0.2824
KRT222 -0.2824
KRT40 -0.2824
C17orf76-AS1 -0.3102
ZSWIM7 -0.3102
SMCR7 -0.3102
SLC5A10 -0.3386
FAM210A 0.6368
LOXHD1 0.2765
INO80C 0.2889
TTC39C 0.5994
FAM69C 0.2583
CNGB1 0.0451
CLDND2 0.0982
ZNF816 0.0982
CNGA1 -0.2136
ZNF543 0.0706
CEACAM20 0.0719
RAVER1 0.4694
OR7D4 -0.3648
OR7G1 -0.3648
OR1M1 -0.3648
COX6B2 0.0706
CALR3 -0.7652
ACER1 -0.3648
C19orf70 -0.3648
MBD3L2 -0.3648
ADH1C -0.2
CNGA2 -0.5108
TRAPPC5 -0.3648
PCP2 -0.3648
OSCAR 0.0888
ZNF813 0.0888
ZNF441 0.4694
ZNF491 0.4694
ZNF440 0.4694
SWSAP1 0.4694
CCDC159 0.4694
CNGA3 -0.0073
JOSD2 0.0982
IZUMO2 0.0982
CPT1C 0.0982
ALDH16A1 0.0982
NTN5 0.0982
CNGA4 0.4747
NLRP13 0.0706
NLRP8 0.0706
NLRP5 0.0706
ZNF787 0.0706
ZNF573 0.1023
WDR88 0.1023
TMIGD2 -0.375
EID2B 0.0725
TNFAIP8L1 -0.375
ZNF57 -0.375
IRGQ 0.1045
ZNF428 0.1045
PLK3 -0.2966
JSRP1 -0.375
MOB3A -0.375
MFSD12 -0.375
GIPC3 -0.375
NDUFA11 -0.3648
C19orf21 -0.375
LRRC25 -0.7217
OR1I1 0.8239
WTIP 0.1023
ZNF792 0.1023
NR2C2AP -0.7217
HSPB6 0.1023
CNN1 0.4694
CCDC105 0.8239
CYP4F22 0.7952
RINL 0.0725
FBXO27 0.0725
CNN2 -0.375
PLK5 -0.375
C19orf47 0.07
LINC00661 0.2856
OR10H4 0.2856
ANKLE1 0.2702
C2CD4C -0.375
CNN3 -0.2384
GABPB2 -0.2863
TCHHL1 -0.2863
RPTN -0.2863
CCDC163P -0.2966
TDRD10 0.2316
SHE 0.2316
C1orf172 -0.2656
CNP -0.2998
CCSAP -0.2394
LRRC38 -0.2698
AADACL3 -0.2698
PUSL1 -0.2698
B3GALT6 -0.2698
CNR1 0.0938
WDR63 -0.1961
KLHDC9 0.5932
AXDND1 -0.2675
MAB21L3 -0.2426
CNR2 -0.2656
IFFO2 -0.2656
SLC44A3 -0.2384
ADH4 -0.2
CNTF 0.6692
ATXN7L2 -0.2738
C1orf194 -0.2738
LYPLAL1 0.3476
OR2M5 0.8558
OR2M3 0.8558
OR2T12 0.8558
OR14C36 0.8558
OR2T34 1.4458
OR2T10 1.4458
OR2T4 0.8558
OR2T11 1.4458
CNTFR 1.1951
ATP6V1G3 0.6666
CNTN1 0.1327
ASB17 -0.1961
TYW3 -0.1961
C1orf173 -0.1961
LRRIQ3 -0.1961
TPRG1L -0.2698
FAM213B -0.2698
MYOM3 -0.2656
DMBX1 -0.206
OR10J5 0.3053
TMCO2 -0.2742
ZNF684 -0.2742
TCEANC2 -0.2491
PODN -0.2491
LRRC39 -0.2384
GJB4 -0.2742
HMGB4 -0.2687
RNF19B -0.2687
DCST2 0.2316
DNAH14 0.2668
OR2B11 1.4144
ZNF648 -0.2675
TEDDM1 -0.2675
C1orf122 -0.2742
COL1A1 1.7408
OSCP1 -0.2742
C1orf216 -0.2742
KLHDC7A -0.2656
VWA5B1 -0.2656
UBXN10 -0.2656
C1orf87 -0.1986
COL1A2 0.2876
ARL8A -0.2695
SYT2 -0.2695
LINC00628 0.2713
GOLT1A 0.9341
UHMK1 0.6745
FCRLB 0.6745
ADH5 -0.2
COL2A1 0.1327
WDR64 0.4928
C1orf131 -0.2394
LIX1L -0.179
COL3A1 -0.0281
HSD3BP4 -0.1866
SPATA17 0.3476
EDARADD 0.4012
COL4A1 -0.2418
KLF17 -0.2966
TMEM125 -0.2742
TSACC 0.8716
IQGAP3 0.2674
APOA1BP 0.2674
ARHGEF19 -0.2698
MRPL55 0.3452
HIST3H2BB -0.2394
DRAM2 -0.2426
C1orf88 -0.2426
C1orf162 -0.2426
OR10T2 -0.3033
OR6P1 -0.3033
OR10X1 -0.3033
OR10Z1 -0.3033
OR6K6 -0.3033
OR6N1 -0.3033
TATDN3 0.3476
COL4A2 -0.2418
BHLHE23 0.8138
NKAIN4 0.8138
VSTM2L -0.3318
SNHG11 -1.3151
FITM2 1.2395
WFDC12 1.7994
SPATA25 0.2629
COL4A3 -0.0531
OCSTAMP 0.2629
TSHZ2 2.649
COL4A4 -0.0531
C20orf85 2.4013
ZNF831 -0.3389
TBC1D20 0.3106
SIRPD 0.2903
C20orf141 0.2858
PROKR2 0.2858
COL4A5 -0.5108
C20orf94 0.2858
COL4A6 -0.5108
CSTL1 0.3025
CST9L 0.3025
CST9 0.3025
C20orf166 0.5216
DUSP15 0.65
TSPY26P 0.2733
BPIFB6 0.2733
BPIFA3 0.2733
C20orf144 -1.326
CHMP4B -1.326
PIGU 2.1747
HMGB3P1 2.1747
FAM83C 2.1747
COL5A1 0.0589
GAB4 -0.2642
C22orf39 -0.2642
C22orf25 -0.2642
COL5A2 -0.0281
ZNF280A -0.1735
SGSM1 -0.2944
EMID1 -0.2892
COL6A1 -0.3366
ANKRD54 -0.3046
COL6A2 -0.3366
PPP1R21 -0.1553
TRABD2A -0.1199
COL6A3 -0.0545
TMEM150A -0.1199
COL7A1 -0.7116
NUP35 -0.0281
XIRP2 0.0061
TYW5 -0.0581
COL8A1 0.0336
NMS -0.0073
LYG1 -0.0073
MITD1 -0.0073
DIS3L2 -0.0545
COL8A2 -0.2742
CMPK2 0.3883
MBOAT2 0.3883
CNTNAP5 0.0165
TAF8 0.0686
COL9A1 0.0281
TMEM18 0.1505
C7orf13 0.4564
COL9A2 -0.2742
FBLN7 -0.0237
NEU4 -0.0545
RBM45 -0.0281
C2orf73 -0.1827
TRIM43 -0.0021
BBS5 0.0061
CCDC173 0.0061
COL9A3 0.5216
AADAC 0.4306
ADH6 -0.2
COL10A1 0.0673
ACMSD -0.0124
ICA1L -0.0182
FAM168B 0.0165
OR9A4 0.4872
COL11A1 -0.2384
CIB4 0.1316
REG3G -0.1199
RFTN2 -0.0581
CLHC1 -0.1827
COL11A2 0.0686
PLEKHH2 -0.1553
COL12A1 0.0281
AP1S3 -0.0531
C2orf76 -0.0237
SGPP2 -0.0531
ACVR1C -0.0242
OSR1 0.1934
COL13A1 0.0481
TTC32 0.1934
UBR3 0.0061
KCTD18 -0.0581
ALS2CR12 -0.0581
ZNF513 -0.1491
SPATA3 -0.0545
LYPD6 -0.013
LYPD6B -0.013
GALM -0.1553
COL15A1 -0.3988
TMEM198 -0.015
ZFAND2B -0.015
COL16A1 -0.2687
TMEM178A -0.1553
CPO -0.0182
MDH1B -0.0182
COL17A1 -0.2548
C2orf50 -0.1556
PQLC3 -0.1556
TMEM182 -0.0073
AHSA2 -0.1973
FBXO36 -0.0531
MTERFD2 -0.0545
CCDC148 -0.0242
C2orf65 -0.1199
ADH7 -0.2
COL19A1 -1.2561
CPNE4 0.4022
CCDC58 0.3919
KCNH8 0.0777
COMP -0.7217
DNAJC19 0.4266
OTOL1 0.4381
FAM3D -0.6312
COMT -0.2642
ZPLD1 0.0336
LYZL4 -0.6438
KBTBD5 -0.6438
COPA 0.2559
TRIM71 -2.3495
FAM131A 0.4266
CD200R1 0.3837
CHCHD4 0.0777
COPB1 0.0807
ZDHHC19 0.4143
CRYBG3 0.0336
DCBLD2 0.0336
LRRC15 0.4199
FAM43A 0.4199
KLF6 0.0438
TPRA1 0.3992
TMEM42 -0.6438
UROC1 0.3992
SLC31A1 -0.4202
SLC31A2 -0.4202
FAM194A 0.4306
NUDT16 0.4022
COL6A6 0.4022
GRK7 0.4125
FAM172BP 0.0336
TMEM207 0.4246
METTL6 0.0777
ADK -0.1826
TAMM41 0.0777
IL17RE 0.0777
RTP1 0.4246
IQCF1 -0.6312
GLYCTK -0.6312
PPM1M -0.6312
C3orf49 -0.6312
SNTN -0.6312
SYNPR -0.6312
C3orf45 -0.7116
RPL32P3 0.3992
H1FOO 0.3992
OCIAD2 -0.2136
SCLT1 -0.2221
C4orf33 -0.2221
TMEM155 -0.2239
PABPC4L -0.1916
CORT -0.2698
MAP3K8 0.0593
ADAD1 -0.2239
ZFP42 -0.2203
LIN54 -0.2262
SPATA18 -0.2136
COX4I1 0.0683
C4orf32 -0.2
TMPRSS11B -0.2048
GNPDA2 -0.2001
SPATA4 -0.2182
CPEB2 -0.2274
EVC2 -1.2499
COX5B -0.0073
ARL9 -0.2136
AASDH -0.2136
PDCL2 -0.2136
C4orf36 -0.2
ADM 0.4747
PACRGL -0.2274
TRAM1L1 -0.2
OTOP1 -0.2731
ENPP6 0.269
SLC9B2 -0.2
SETD9 -0.3583
IL31RA -0.3583
EMB -0.3583
SLCO6A1 -0.111
C5orf47 0.1545
PPARGC1B 0.0443
HEATR7B2 0.684
EGFLAM 0.684
PRRC1 -0.5373
NADKD1 0.684
UGT3A1 0.684
CAPSL 0.684
COX6A1 0.2996
JMY -0.3878
C5orf58 0.1545
COX6A2 -0.0406
ZNF474 -0.5373
CCDC127 0.7078
ADORA1 0.2755
COX6B1 0.1023
OR2Y1 0.1085
UBE2QL1 0.6648
C5orf49 0.6648
FAM173B 0.6648
CMBL 0.6648
POU5F2 -0.5573
DNAJC21 0.684
AFAP1L1 0.0443
GRPEL2 0.0443
TMEM171 -0.3667
TMEM174 -0.3667
LSM11 0.0427
POC5 -0.3667
GPR151 0.0443
STARD4 -0.5418
WDR36 -0.5418
ZNF300P1 0.0443
NUDCD2 0.0427
COX6C 0.6926
UBLCP1 0.0427
ACOT12 -0.3878
SOWAHA -0.5373
SHROOM1 -0.5373
C5orf24 0.0277
COX7A1 0.1023
ADAT2 -0.6661
COX7A2 0.0281
RIPPLY2 0.0938
IRAK1BP1 0.0938
CLVS2 0.0673
TAAR9 0.0673
TAAR1 0.0673
COX7B -0.4833
STXBP5 -0.6661
ADORA2A -0.2944
COX7C -1.241
COX8A 1.0567
NCOA7 0.0673
HINT3 0.0673
PACRG -0.7191
B3GAT2 0.0281
C6orf57 0.0281
COX10 -0.2853
CD109 0.0281
RAET1E -0.6661
PM20D2 0.0938
SRSF12 0.0938
COX11 2.1088
C6orf141 0.0686
HUS1B 0.0393
COX15 -0.2548
CP 0.4306
TRIM40 0.0242
DPCR1 0.0242
CPA1 0.3075
CPA2 0.3075
WBSCR28 0.2876
TRIM50 0.7556
CPA3 0.4306
OR9A2 0.4968
C7orf34 0.4968
TMEM139 0.4968
NOBOX 0.4876
OR2A14 0.5126
OR6B1 0.5126
OR2F2 0.5126
ADORA2B -0.3102
CPB1 0.4306
ZNF786 0.4876
CPB2 -0.2528
CPD 0.2744
EMID2 0.2876
PRSS37 0.4872
KLF14 0.3075
C7orf45 0.3075
C7orf57 0.6683
CPE -0.2053
SVOPL 0.3075
MTPN 0.3075
LRGUK 0.3075
ASB10 0.4876
CLDN4 0.2876
CLDN3 0.2876
PRSS58 0.4872
CLDN7 -0.2853
MPLKIP 0.6654
CPM 0.1539
SRCRB4D 0.2876
C7orf31 0.6699
CPN1 -0.2548
ASZ1 0.2909
CPN2 0.4199
CLDN23 -0.4501
CPOX 0.0336
ZNF572 0.6926
CPS1 -0.0182
GOT1L1 -0.2973
FAM92A1 0.6926
CPT1A 0.8142
VPS37A -0.3632
CPT1B -0.2243
CPT2 -0.2491
NDUFAF6 0.6926
TMEM68 -0.3638
ABRA 0.6926
LYPD2 0.6926
CR1 -0.2856
NKX2-6 -0.4152
TMEM71 0.6926
SGCZ -2.2153
ADHFE1 0.2706
UBXN2B 0.2706
CR1L -0.2856
PXDNL -0.2889
AGPAT6 -0.2889
UNC5D -0.2973
LETM2 -0.2973
CR2 -0.2856
DCAF4L2 0.6866
RALYL 0.6866
HGSNAT -0.2889
RNF183 -0.4202
CRABP1 0.0549
NACC2 0.0589
C9orf116 0.0589
C9orf41 -0.4052
CRABP2 -0.3033
C9orf57 -0.4052
C9orf85 -0.4052
C9orf135 -0.4052
LCN8 0.0589
FAM69B 0.0589
CRAT 0.537
PTRH1 0.537
PIP5KL1 0.537
TAF1L -0.061
CREB1 -0.0182
ATF2 -0.0281
PTPDC1 -0.3988
ANKRD19P -0.3988
CREBBP 0.0164
ARID3C 1.1951
RPP25L 1.1951
C9orf131 1.1951
OR13C5 -0.3988
ATF6B 0.0242
OR13C8 -0.3988
OR13C3 -0.3988
OR13C4 -0.3988
OR13F1 -0.3988
OR1L8 1.0009
OR1N2 1.0009
OR1N1 1.0009
CREBL2 0.1013
CREM 0.0593
SLITRK4 -0.5108
SPANXN3 -0.5108
MAGEC3 -0.5108
BEND2 0.9123
PASD1 -0.5108
DCAF12L1 -0.5108
DGKK 0.2384
CRH 0.2706
MAP2K4P1 -0.4833
PIH1D3 -0.5108
MUM1L1 -0.5108
FAM199X -0.5108
FAM123B 0.4395
CRHBP -0.3667
APOOL -0.4556
HDX -0.434
FUNDC1 0.2384
GPR112 -0.5108
CRHR1 -0.2426
PTCHD1 0.9123
SMEK3P 0.9123
MAGEB10 0.9123
DCAF8L1 0.9123
CRHR2 0.6431
VENTXP1 0.9123
OTUD6A -0.4833
UPRT -0.4833
MAGEE2 -0.4833
CRIP1 0.277
MAGEB16 0.9104
FOXR2 0.2557
CRIP2 0.277
GAB3 -0.5108
PNCK -0.5108
ZFP92 -0.5108
ACTRT1 -0.5108
GPR119 -0.5108
PAGE3 0.2557
CRK -0.2974
RBMXL3 -0.5108
DOCK11 -0.5108
SPIN4 0.4395
CRKL -0.1836
AAMP -0.015
ADORA3 -0.2426
CRMP1 -0.2355
RPS4Y2 -3.3566
CRP 0.3053
KRTAP13-1 -0.282
TCP10L -0.3074
HAPLN1 -1.241
RNF113B -0.2327
MUC17 0.2876
ASB11 0.9123
ASB5 -0.2182
ASB6 0.537
ASB7 -0.2857
ASB8 0.1327
ASB9 0.9123
PISRT1 0.4125
MYL6B 0.1315
ZNF358 -0.3648
MYO3B -1.5453
RNF32 0.4564
APOBEC3D -0.3174
S100A16 0.2036
CHODL -0.24
TCEAL2 -0.5108
CRX 0.0719
SELM -0.3191
NEK7 0.6666
ZFP28 0.0706
ACTRT2 -0.2698
GATA5 -0.3196
MLLT10P1 0.65
SLC32A1 -1.3151
C20orf96 0.3106
BPIFA2 0.2733
ZBTB46 0.8138
WFDC3 0.2629
GCNT7 1.8339
C20orf112 0.2733
CBLN4 1.8339
CTCFL 2.4013
TRIM69 -0.3133
C20orf132 -1.3495
CRY1 -0.2619
SAMD10 0.8138
ABHD16B 0.8138
C20orf160 0.65
BRI3BP 0.2996
SOGA1 -1.3329
C20orf118 -1.3329
RIMS4 1.7994
SUN5 0.2733
MACROD2 0.9726
DYNLL2 1.0315
TMEM37 -0.0237
UBE2F -0.0545
ADAMTS14 0.0481
NRSN1 0.0608
SMCR5 -0.3102
SMCR8 -0.3102
SMCR9 -0.3102
CRY2 0.0447
RPL10L 0.2975
TRPM6 -0.4052
KRT72 0.1315
SRXN1 0.3106
ROMO1 0.1988
NEURL2 0.2629
LINC00261 0.3025
ZSWIM3 0.2629
WFDC10A 0.2824
BANF2 0.3025
NANP 0.3025
LINC00266-1 0.5382
DEFB127 0.3106
C20orf79 0.3025
ISM1 0.2858
WFDC6 0.2837
C20orf173 2.1706
LINC00028 0.65
FAM65C 1.2387
CST11 0.3025
DEFB129 0.3106
ZNF280B -0.1735
SIRPA 0.2691
PABPC5 -0.4652
SREK1 -0.3665
C20orf151 -0.3196
C20orf152 0.1988
CRYAA -0.3366
STK35 0.2858
R3HDML 1.2395
C5orf20 0.0277
ADPRH 0.3919
CRYAB -0.2591
CRYBA1 0.2744
CRYBA2 -0.015
CRYBA4 -0.2944
CRYBB1 -0.2944
CRYBB2 -0.2944
CRYBB2P1 -0.2944
CRYBB3 -0.2944
CRYGA -0.0182
CRYGB -0.0182
PARP1 0.9483
CRYGC -0.0182
CRYGD -0.0182
MIB2 -0.2698
DUSP19 -0.0281
SLC34A3 0.0589
ITLN2 0.5932
RAB40A -0.5108
ASB15 0.2736
ASB14 -0.6312
ASB12 0.4395
CRYGS 0.4266
CRYM 0.0196
C10orf129 -0.2208
SAMD8 -0.1826
CRYZ -0.1961
LIPJ -0.2208
CFL1P1 -0.2208
TRUB1 -1.2404
PARP4 -0.2351
MPP7 0.0593
CS 0.1315
FRMPD2 0.4617
VTI1A -1.2404
MAPK14 0.0686
DYDC1 -0.2208
EIF5AL1 -0.1826
HECTD2 -0.2208
FGFBP3 -0.2208
C10orf82 -1.2404
CACUL1 -1.2404
CSE1L 1.379
SYT9 0.4747
LDLRAD3 0.0447
PSMA8 0.2889
OR52B4 -0.7348
CSF1 -0.2521
C11orf40 -0.7348
OR52I2 -0.7348
OR51E1 -0.7348
XRRA1 0.9495
CSF1R 0.0443
UBQLNL 0.4581
MUC15 0.0703
LOC143666 -0.7538
C11orf94 0.0447
FAM76B -0.2358
SESN3 -0.2358
PIWIL4 -0.2358
CSF2 -0.5373
CSF2RA 0.6901
ARHGAP42 1.4671
KBTBD3 -0.2211
CWF19L2 0.6411
KDELC2 -0.2577
CSF2RB -0.3046
LAYN -0.2591
TTC36 -0.2591
CSF3 2.5078
C11orf84 1.0567
CSF3R -0.2742
PLEKHA7 0.0807
SPTY2D1 0.0807
TMEM86A 0.0807
OR10A5 0.4747
OR2AG1 0.4747
DNHD1 0.4747
PRICKLE1 0.1327
AMDHD1 -0.2641
SLC2A14 0.0617
CSH1 -0.2842
BCDIN3D 0.1315
ALG10B 0.1327
CSH2 -0.2842
GLIPR1L2 0.1539
FAM101A 0.2996
ZNF664 0.2996
LINC00477 0.0663
LYRM5 0.0663
CSHL1 -0.2842
CPNE8 0.1327
TMEM120B 0.2996
WDR66 0.2996
GLT1D1 0.2996
TSPAN19 0.4485
BEST3 0.1539
E2F7 0.1539
SOCS2-AS1 -0.2641
LOC144486 -0.2641
CSK 0.0211
KRT80 0.1315
A2ML1 0.0423
A2M-AS1 0.0423
C12orf66 0.5638
CSN1S1 -0.228
C12orf60 0.1013
FBXL14 0.5726
CSN2 -0.228
RAD9B 0.2858
FAM109A 0.2858
LOC144742 0.2996
LINC00410 -0.202
CSN3 -0.228
FAM216B -0.2528
LACC1 -0.2528
LINC00330 -0.2528
LINC00343 -0.2248
HNRNPA1L2 -0.183
ST13P4 -0.2341
B3GALTL -0.2528
CSNK1A1 0.0443
LINC00239 0.277
LINC00637 0.277
RDH12 0.2975
ADAM21P1 0.2663
GSC 0.277
SERPINA12 0.277
PRIMA1 0.277
MIPOL1 0.8717
CSNK1D 0.6358
PPP1R36 0.2975
SLC38A6 0.2975
CSNK1E -0.3046
C14orf37 0.2975
FRMD6-AS1 0.2975
ABHD12B 0.2975
LOC145474 0.2663
PTGR2 0.2663
FAM161B 0.2663
C14orf166B 0.2663
CSNK1G2 -0.375
ISM2 0.2663
CEP128 0.3536
MDP1 0.823
TTC7B 1.1471
LRFN5 -1.1303
CSNK1G3 -0.5373
PAR1 1.3909
C15orf43 -0.2994
LOC145663 -0.257
CSNK2A1 0.3106
C2CD4A -0.2687
LYSMD4 -0.2857
FAM81A -0.2687
GCOM1 -0.257
LOC145783 -0.257
FLJ27352 -0.257
PGPEP1L -0.2857
LOC145820 -0.2857
LOC145837 -0.2687
LOC145845 -0.2383
C15orf61 -0.2687
C15orf32 -0.2857
HAPLN3 -0.2857
MESP2 -0.2857
CSNK2A2 0.0451
TMCO5A -0.2383
SPATA8 -0.2857
NRG4 0.0211
LINC00052 -0.252
ADRA1D 0.2858
CSNK2B 0.0242
ZSCAN29 -0.3133
TTBK2 -0.3133
CDAN1 -0.3133
SLC38A8 0.0683
VWA3A 0.0196
OTOA 0.0196
ZFP90 0.0683
VCAN -1.241
RLTPR 0.0683
KCTD19 0.0683
CMTM4 0.0683
CMTM2 0.0683
BEAN1 0.0683
TEKT5 0.0164
NCAN -0.7217
RNF151 0.0164
C16orf11 0.0164
FBXL16 0.0164
SSTR5-AS1 0.0164
C16orf92 0.0196
GSG1L 0.0196
CSPG4 0.0211
SLC22A31 0.0683
IL34 0.0683
ZNF597 0.0164
CCDC64B 0.0164
TMED6 0.0683
LOC146481 0.0739
CSRP1 -0.2955
FLJ30679 0.0683
LOC146513 0.0683
ZNF785 -0.0406
ZNF688 -0.0406
PRSS36 -0.0406
C16orf89 0.0164
C16orf71 0.0164
CSRP2 0.1539
MGAT5B -0.3027
TOM1L2 -0.3102
ENTHD2 -0.3045
B3GNTL1 0.2317
RBFOX3 -0.3045
CD300LF -0.3027
C17orf77 -0.3027
DNAH2 -0.2853
RTN4RL1 -0.2974
TCAM1P -0.2842
EFCAB3 -0.2842
SLC25A10 0.2309
SLC47A2 -0.3224
CDRT15 -0.2853
WDR16 -0.2853
CCDC42 -0.2853
PIK3R6 -0.2853
ODF4 -0.2853
C17orf50 0.2744
SLFN13 0.2744
SLC35G3 0.2744
UNC45B 0.2744
LOC146880 0.2409
CD300LG -0.3237
CST1 0.3025
KIF18B -0.3237
RUNDC1 -0.2998
EME1 1.7408
ADRA1B 0.0427
CST2 0.3025
TMEM199 0.2677
PROCA1 0.2744
DHRS13 0.2744
